60.0,63.0,62.0,0.5,0.0,21.0
60.5,65.0,63.0,0.5,0.0,21.0
61.0,67.0,64.0,0.5,0.0,21.0
61.5,68.0,65.0,0.5,0.0,21.0
62.0,70.0,66.0,0.5,0.0,21.0
62.5,72.0,67.0,0.5,0.0,21.0
63.0,74.0,68.0,0.5,0.0,22.0
63.5,75.0,69.0,0.5,0.0,22.0
64.0,77.0,70.0,0.5,0.0,22.0
64.5,79.0,71.0,0.5,0.0,22.0
65.0,80.0,72.0,0.5,0.0,22.0
65.5,82.0,73.0,0.5,0.0,22.0
66.0,80.0,72.0,0.5,0.0,23.0
66.5,79.0,71.0,0.5,0.0,23.0
67.0,77.0,70.0,0.5,0.0,23.0
67.5,75.0,69.0,0.5,0.0,23.0
68.0,74.0,68.0,0.5,0.0,23.0
68.5,72.0,67.0,0.5,0.0,23.0
69.0,70.0,66.0,0.5,0.0,24.0
69.5,72.0,67.0,0.5,0.0,24.0
70.0,70.0,66.0,0.5,0.0,24.0
70.5,68.0,65.0,0.5,0.0,24.0
71.0,67.0,64.0,0.5,0.0,24.0
71.5,65.0,63.0,0.5,0.0,24.0
