184.0,96.0,81.0,0.5,0.0,47.0
184.5,98.0,82.0,0.5,0.0,47.0
185.0,96.0,81.0,0.5,0.0,47.0
185.5,95.0,80.0,0.5,0.0,47.0
186.0,96.0,81.0,0.5,0.0,47.0
186.5,98.0,82.0,0.5,0.0,47.0
187.0,100.0,83.0,0.5,0.0,47.0
187.5,96.0,81.0,0.5,0.0,47.0
188.0,93.0,79.0,0.5,0.0,48.0
188.5,95.0,80.0,0.5,0.0,48.0
189.0,96.0,81.0,0.5,0.0,48.0
189.5,93.0,79.0,0.5,0.0,48.0
190.0,90.0,77.0,0.5,0.0,48.0
190.5,91.0,78.0,0.5,0.0,48.0
191.0,93.0,79.0,0.5,0.0,48.0
191.5,90.0,77.0,0.5,0.0,48.0
192.0,84.0,74.0,0.5,0.0,48.0
192.5,86.0,75.0,0.5,0.0,49.0
193.0,88.0,76.0,0.5,0.0,49.0
193.5,84.0,74.0,0.5,0.0,49.0
194.0,81.0,72.0,0.5,0.0,49.0
194.5,83.0,73.0,0.5,0.0,49.0
195.0,84.0,74.0,0.5,0.0,49.0
195.5,81.0,72.0,0.5,0.0,49.0
196.0,78.0,70.0,0.5,0.0,49.0
196.5,79.0,71.0,0.5,0.0,50.0
197.0,81.0,72.0,0.5,0.0,50.0
197.5,78.0,70.0,0.5,0.0,50.0
198.0,74.0,68.0,1.0,0.0,50.0
