270.0,53.0,56.0,0.25,0.0,57.0
270.25,59.0,59.0,0.25,0.0,57.0
270.5,62.0,61.0,0.25,0.0,57.0
270.75,59.0,59.0,0.25,0.0,57.0
271.0,65.0,63.0,0.25,0.0,57.0
271.25,62.0,61.0,0.25,0.0,57.0
271.5,71.0,66.0,0.25,0.0,57.0
271.75,65.0,63.0,0.25,0.0,57.0
272.0,74.0,68.0,0.25,0.0,57.0
272.25,71.0,66.0,0.25,0.0,57.0
272.5,77.0,70.0,0.5,0.0,57.0
273.0,71.0,66.0,0.25,0.0,58.0
273.25,65.0,63.0,0.25,0.0,58.0
273.5,74.0,68.0,0.25,0.0,58.0
273.75,71.0,66.0,0.25,0.0,58.0
274.0,77.0,70.0,0.5,0.0,58.0
274.5,71.0,66.0,0.25,0.0,58.0
274.75,65.0,63.0,0.25,0.0,58.0
275.0,74.0,68.0,0.25,0.0,58.0
275.25,71.0,66.0,0.25,0.0,58.0
275.5,77.0,70.0,0.5,0.0,58.0
