266.0,66.0,63.0,0.25,0.0,35.0
266.25,68.0,64.0,0.25,0.0,35.0
266.5,66.0,63.0,0.25,0.0,35.0
266.75,65.0,62.0,0.25,0.0,35.0
267.0,66.0,63.0,0.25,0.0,35.0
267.25,75.0,68.0,0.25,0.0,35.0
267.5,73.0,67.0,0.25,0.0,35.0
267.75,72.0,66.0,0.25,0.0,35.0
268.0,73.0,67.0,0.25,0.0,36.0
268.25,68.0,64.0,0.25,0.0,36.0
268.5,65.0,62.0,0.25,0.0,36.0
268.75,61.0,60.0,0.25,0.0,36.0
269.0,56.0,57.0,0.25,0.0,36.0
269.25,61.0,60.0,0.25,0.0,36.0
269.5,56.0,57.0,0.25,0.0,36.0
269.75,53.0,55.0,0.25,0.0,36.0
