410.5,84.0,74.0,0.5,0.0,49.0
411.0,87.0,76.0,1.5,0.0,50.0
412.5,89.0,77.0,0.25,0.0,50.0
412.75,87.0,76.0,0.25,0.0,50.0
413.0,86.0,75.0,0.5,0.0,50.0
413.5,84.0,74.0,0.5,0.0,50.0
414.0,82.0,73.0,0.5,0.0,51.0
414.5,81.0,72.0,0.5,0.0,51.0
415.0,79.0,71.0,0.5,0.0,51.0
415.5,77.0,70.0,0.5,0.0,51.0
416.0,75.0,69.0,0.5,0.0,51.0
416.5,72.0,67.0,0.5,0.0,51.0
417.0,70.0,66.0,0.5,0.0,52.0
417.5,74.0,68.0,0.5,0.0,52.0
418.0,67.0,64.0,0.5,0.0,52.0
418.5,75.0,69.0,0.5,0.0,52.0
419.0,69.0,65.0,0.5,0.0,52.0
419.5,72.0,67.0,0.5,0.0,52.0
420.0,70.0,66.0,0.25,0.0,53.0
