start,end,type,measure,start_beat,duration,track,TS,measure_score
0.0,6.0,a,1,0.0,6.0,0,6/8,1
4.5,12.0,b,2,1.5,7.5,1,6/8,2
12.0,18.0,a,5,0.0,6.0,0,6/8,5
18.0,24.0,a,7,0.0,6.0,0,6/8,7
24.0,27.0,c,9,0.0,3.0,0,6/8,9
27.0,30.0,c,10,0.0,3.0,0,6/8,10
30.0,33.0,b,11,0.0,3.0,0,6/8,11
33.0,36.0,c,12,0.0,3.0,0,6/8,12
36.0,42.0,c,13,0.0,6.0,0,6/8,13
42.0,46.5,b,15,0.0,4.5,0,6/8,15
46.5,49.5,g,16,1.5,3.0,1,6/8,16
49.5,52.5,g,17,1.5,3.0,0,6/8,17
52.5,58.5,d,18,1.5,6.0,1,6/8,18
57.0,63.0,e,20,0.0,6.0,0,6/8,20
60.0,64.5,d,21,0.0,4.5,1,6/8,21
63.0,67.5,e,22,0.0,4.5,0,6/8,22
66.0,72.0,d,23,0.0,6.0,1,6/8,23
70.5,76.5,e,24,1.5,6.0,0,6/8,24
76.5,82.5,e,26,1.5,6.0,0,6/8,26
82.5,91.5,b,28,1.5,9.0,0,6/8,28
90.0,97.5,b,31,0.0,7.5,1,6/8,31
102.0,108.0,a,35,0.0,6.0,0,6/8,35
111.0,117.0,a,38,0.0,6.0,0,6/8,38
120.0,126.0,a,41,0.0,6.0,0,6/8,41
124.5,129.0,b,42,1.5,4.5,1,6/8,42
127.5,132.0,b,43,1.5,4.5,0,6/8,43
130.5,135.0,b,44,1.5,4.5,1,6/8,44
133.5,138.0,b,45,1.5,4.5,0,6/8,45
136.5,141.0,b,46,1.5,4.5,1,6/8,46
139.5,144.0,b,47,1.5,4.5,0,6/8,47
142.5,147.0,b,48,1.5,4.5,1,6/8,48
145.5,154.5,b,49,1.5,9.0,0,6/8,49
154.5,169.5,a,52,1.5,15.0,0,6/8,52
166.5,177.0,a,56,1.5,10.5,1,6/8,56
175.5,183.0,a,59,1.5,7.5,0,6/8,59
180.0,183.0,c,61,0.0,3.0,1,6/8,61
183.0,186.0,c,62,0.0,3.0,0,6/8,62
186.0,189.0,b,63,0.0,3.0,0,6/8,63
189.0,192.0,c,64,0.0,3.0,0,6/8,64
192.0,198.0,c,65,0.0,6.0,0,6/8,65
198.0,202.5,b,67,0.0,4.5,0,6/8,67
202.5,205.5,g,68,1.5,3.0,1,6/8,68
205.5,208.5,g,69,1.5,3.0,0,6/8,69
208.5,214.5,d,70,1.5,6.0,0,6/8,70
213.0,219.0,e,72,0.0,6.0,1,6/8,72
216.0,220.5,d,73,0.0,4.5,0,6/8,73
219.0,223.5,e,74,0.0,4.5,1,6/8,74
222.0,228.0,d,75,0.0,6.0,0,6/8,75
226.5,232.5,e,76,1.5,6.0,1,6/8,76
232.5,238.5,e,78,1.5,6.0,0,6/8,78
238.5,247.5,b,80,1.5,9.0,0,6/8,80
246.0,258.0,b,83,0.0,12.0,1,6/8,83
256.5,264.0,c,86,1.5,7.5,0,6/8,88
264.0,267.0,c,89,0.0,3.0,0,6/8,89
267.0,271.5,c,90,0.0,4.5,0,6/8,90
271.5,274.5,c,91,1.5,3.0,1,6/8,91
271.5,286.5,a,91,1.5,15.0,0,6/8,91
279.0,286.5,c,94,0.0,7.5,1,6/8,94
289.5,294.0,c,97,1.5,4.5,0,6/8,97
294.0,297.0,c,99,0.0,3.0,0,6/8,99
297.0,306.0,c,100,0.0,9.0,0,6/8,100
