start,end,type,measure,start_beat,duration,track,TS,measure_score
0,4,a,1,0,4,0,4/4,1
3,8,a,1,3,5,1,4/4,1
7,13,a,2,3,6,0,4/4,2
14,16,k,4,2,2,0,4/4,4
16,19,a,5,0,3,0,4/4,5
18,21,a,5,2,3,1,4/4,5
20,23,a,6,0,3,0,4/4,6
22,25,a,6,2,3,1,4/4,6
24,27,a,7,0,3,0,4/4,7
27,29,a,7,3,2,0,4/4,7
29,33,a,8,1,4,0,4/4,8
32,33,k,9,0,1,1,4/4,9
36,37,k,10,0,1,0,4/4,10
40,58,b,11,0,18,0,2/2,11
56,72,h,15,0,16,1,2/2,15
72,90,b,19,0,18,1,2/2,19
88,104,h,23,0,16,0,2/2,23
105,121,c,27,1,16,0,2/2,27
121,137,c,31,1,16,0,2/2,31
136,145,d,35,0,9,1,2/2,35
148,161,d,38,0,13,0,2/2,38
164,177,d,42,0,13,0,2/2,42
178,181,i,45,2,3,0,2/2,45
182,185,i,46,2,3,0,2/2,46
186,189,i,47,2,3,0,2/2,47
190,193,i,48,2,3,0,2/2,48
201,217,e,51,1,16,0,2/2,51
217,233,e,55,1,16,0,2/2,55
233,249,e,59,1,16,0,2/2,59
249,265,e,63,1,16,0,2/2,63
265,281,e,67,1,16,0,2/2,67
281,297,e,71,1,16,0,2/2,71
297,313,e,75,1,16,0,2/2,75
313,328,e,79,1,15,0,2/2,79
328,336,e,83,0,8,0,2/2,83
336,344,e,85,0,8,0,2/2,85
344,352,e,87,0,8,0,2/2,87
352,360,f,89,0,8,0,2/2,89
360,368,f,91,0,8,0,2/2,91
368,376,j,93,0,8,0,2/2,93
376,384,j,95,0,8,0,2/2,95
384,392,j,97,0,8,0,2/2,97
400,408,f,101,0,8,0,2/2,101
408,416,f,103,0,8,0,2/2,103
416,424,j,105,0,8,0,2/2,105
424,432,j,107,0,8,0,2/2,107
432,440,j,109,0,8,0,2/2,109
448,465,g,113,0,17,0,2/2,113
464,481,g,117,0,17,1,2/2,117
480,500,b,121,0,20,0,2/2,121
528,546,b,133,0,18,0,2/2,11
544,560,h,137,0,16,1,2/2,15
560,578,b,141,0,18,1,2/2,19
576,592,h,145,0,16,0,2/2,23
593,609,c,149,1,16,0,2/2,27
609,625,c,153,1,16,0,2/2,31
624,633,d,157,0,9,1,2/2,35
636,649,d,160,0,13,0,2/2,38
652,665,d,164,0,13,0,2/2,42
666,669,i,167,2,3,0,2/2,45
670,673,i,168,2,3,0,2/2,46
674,677,i,169,2,3,0,2/2,47
678,681,i,170,2,3,0,2/2,48
689,705,e,173,1,16,0,2/2,51
705,721,e,177,1,16,0,2/2,55
721,737,e,181,1,16,0,2/2,59
737,753,e,185,1,16,0,2/2,63
753,769,e,189,1,16,0,2/2,67
769,785,e,193,1,16,0,2/2,71
785,801,e,197,1,16,0,2/2,75
801,816,e,201,1,15,0,2/2,79
816,824,e,205,0,8,0,2/2,83
824,832,e,207,0,8,0,2/2,85
832,840,e,209,0,8,0,2/2,87
840,848,f,211,0,8,0,2/2,89
848,856,f,213,0,8,0,2/2,91
856,864,j,215,0,8,0,2/2,93
864,872,j,217,0,8,0,2/2,95
872,880,j,219,0,8,0,2/2,97
888,896,f,223,0,8,0,2/2,101
896,904,f,225,0,8,0,2/2,103
904,912,j,227,0,8,0,2/2,105
912,920,j,229,0,8,0,2/2,107
920,928,j,231,0,8,0,2/2,109
936,953,g,235,0,17,0,2/2,113
952,969,g,239,0,17,1,2/2,117
968,988,b,243,0,20,0,2/2,121
1016,1020,a,255,0,4,0,4/4,133
1019,1024,a,255,3,5,1,4/4,133
1023,1032,a,256,3,9,0,4/4,134
1032,1041,d,259,0,9,0,2/2,137
1045,1051,a,262,1,6,0,2/2,140
1053,1057,a,264,1,4,0,2/2,142
1056,1065,d,265,0,9,1,2/2,143
1069,1075,a,268,1,6,0,2/2,146
1077,1081,a,270,1,4,0,2/2,148
1080,1091,d,271,0,11,1,2/2,149
1096,1107,d,275,0,11,1,2/2,153
1112,1121,d,279,0,9,1,2/2,157
1154,1169,l,289,2,15,1,2/2,167
1168,1185,d,293,0,17,0,2/2,171
1186,1201,l,297,2,15,1,2/2,175
1200,1217,d,301,0,17,0,2/2,179
1216,1225,d,305,0,9,1,2/2,183
1224,1233,d,307,0,9,0,2/2,185
1232,1264,l,309,0,32,1,2/2,187
1264,1282,b,317,0,18,0,2/2,195
1280,1296,h,321,0,16,1,2/2,199
1296,1314,b,325,0,18,1,2/2,203
1312,1328,h,329,0,16,0,2/2,207
1328,1344,h,333,0,16,0,2/2,211
1344,1360,h,337,0,16,0,2/2,215
1369,1385,e,343,1,16,0,2/2,221
1385,1401,e,347,1,16,0,2/2,225
1401,1417,e,351,1,16,0,2/2,229
1417,1433,e,355,1,16,0,2/2,233
1433,1449,e,359,1,16,0,2/2,237
1449,1464,e,363,1,15,0,2/2,241
1464,1472,e,367,0,8,0,2/2,245
1472,1480,e,369,0,8,0,2/2,247
1480,1488,e,371,0,8,0,2/2,249
1488,1496,e,373,0,8,0,2/2,251
1496,1504,f,375,0,8,0,2/2,253
1504,1512,f,377,0,8,0,2/2,255
1512,1520,j,379,0,8,0,2/2,257
1520,1528,j,381,0,8,0,2/2,259
1528,1536,j,383,0,8,0,2/2,261
1544,1552,f,387,0,8,0,2/2,265
1552,1560,f,389,0,8,0,2/2,267
1560,1568,j,391,0,8,0,2/2,269
1568,1576,j,393,0,8,0,2/2,271
1576,1584,j,395,0,8,0,2/2,273
1592,1609,g,399,0,17,0,2/2,277
1608,1625,g,403,0,17,1,2/2,281
1624,1644,b,407,0,20,0,2/2,285
1665,1668,a,417,1,3,0,4/4,295
