start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,4,a,0,1,5,0,2/4,0
3,8,a,2,1,5,1,2/4,2
7,10,b,4,1,3,0,2/4,4
10,12,c,6,0,2,0,2/4,6
12,15,c,7,0,3,0,2/4,7
15,20,d,8,1,5,0,2/4,8
20,24,d,11,0,4,0,2/4,11
24,26,d,13,0,2,0,2/4,13
28,32,k,15,0,4,0,2/4,15
32,36,k,17,0,4,0,2/4,17
36,39,e,19,0,3,0,2/4,19
39,43,e,20,1,4,0,2/4,20
43,47,e,22,1,4,0,2/4,22
50,52,f,26,0,2,0,2/4,26
52,58,f,27,0,6,0,2/4,27
58,60,f,30,0,2,0,2/4,30
60,64,f,31,0,4,0,2/4,31
64,66,g,33,0,2,0,2/4,33
66,68,g,34,0,2,0,2/4,34
68,71,g,35,0,3,0,2/4,35
72,74,g,37,0,2,0,2/4,37
74,77,g,38,0,3,0,2/4,38
85,88,e,43,1,3,0,2/4,43
88,92,e,45,0,4,0,2/4,45
92,97,h,47,0,5,0,2/4,47
94,99,h,48,0,5,1,2/4,48
96,101,h,49,0,5,3,2/4,49
98,101,h,50,0,3,2,2/4,50
100,105,h,51,0,5,0,2/4,51
102,105,h,52,0,3,1,2/4,52
104,109,h,53,0,5,2,2/4,53
106,109,h,54,0,3,1,2/4,54
108,113,h,55,0,5,0,2/4,55
110,113,h,56,0,3,1,2/4,56
112,116,h,57,0,4,2,2/4,57
125,130,a,64,-1,5,0,2/4,1
129,134,a,65,1,5,1,2/4,2
133,136,b,67,1,3,0,2/4,4
136,138,c,69,0,2,0,2/4,6
138,141,c,70,0,3,0,2/4,7
141,146,d,71,1,5,0,2/4,8
146,150,d,74,0,4,0,2/4,11
150,152,d,76,0,2,0,2/4,13
154,158,k,78,0,4,0,2/4,15
158,162,k,80,0,4,0,2/4,17
162,165,e,82,0,3,0,2/4,19
165,169,e,83,1,4,0,2/4,20
169,173,e,85,1,4,0,2/4,22
176,178,f,89,0,2,0,2/4,26
178,184,f,90,0,6,0,2/4,27
184,186,f,93,0,2,0,2/4,30
186,190,f,94,0,4,0,2/4,31
190,192,g,96,0,2,0,2/4,33
192,194,g,97,0,2,0,2/4,34
194,197,g,98,0,3,0,2/4,35
198,200,g,100,0,2,0,2/4,37
200,203,g,101,0,3,0,2/4,38
211,214,e,106,1,3,0,2/4,43
214,218,e,108,0,4,0,2/4,45
218,223,h,110,0,5,0,2/4,47
220,225,h,111,0,5,1,2/4,48
222,227,h,112,0,5,3,2/4,49
224,227,h,113,0,3,2,2/4,50
226,231,h,114,0,5,0,2/4,51
228,231,h,115,0,3,1,2/4,52
230,235,h,116,0,5,2,2/4,53
232,235,h,117,0,3,1,2/4,54
234,239,h,118,0,5,0,2/4,55
236,239,h,119,0,3,1,2/4,56
238,242,h,120,0,4,2,2/4,57
251,256,a,126,1,5,0,2/4,63
255,260,a,128,1,5,1,2/4,65
259,261,a,130,1,2,0,2/4,67
261,263,a,131,1,2,0,2/4,68
263,265,a,132,1,2,0,2/4,69
264,269,a,133,0,5,1,2/4,70
265,269,a,133,1,4,0,2/4,70
268,272,a,135,0,4,2,2/4,72
272,274,f,137,0,2,0,2/4,74
274,280,f,138,0,6,0,2/4,75
280,282,f,141,0,2,0,2/4,78
282,284,f,142,0,2,0,2/4,79
284,286,f,143,0,2,0,2/4,80
287,292,a,144,1,5,1,2/4,81
291,298,i,146,1,7,0,2/4,83
297,302,a,149,1,5,1,2/4,86
301,307,i,151,1,6,0,2/4,88
306,311,i,154,0,5,1,2/4,91
310,315,i,156,0,5,0,2/4,93
321,326,a,161,1,5,0,2/4,98
325,330,a,163,1,5,1,2/4,100
329,332,b,165,1,3,0,2/4,102
332,334,b,167,0,2,0,2/4,104
334,336,b,168,0,2,0,2/4,105
336,338,b,169,0,2,0,2/4,106
355,359,a,178,1,4,0,2/4,115
359,363,a,180,1,4,0,2/4,117
362,365,a,182,0,3,1,2/4,119
364,367,a,183,0,3,0,2/4,120
366,369,a,184,0,3,1,2/4,121
373,378,a,187,1,5,0,2/4,124
377,382,a,189,1,5,1,2/4,126
381,384,b,191,1,3,0,2/4,128
384,386,c,193,0,2,0,2/4,130
386,389,c,194,0,3,0,2/4,131
389,394,d,195,1,5,0,2/4,132
394,398,d,198,0,4,0,2/4,135
398,402,d,200,0,4,0,2/4,137
402,406,d,202,0,4,0,2/4,139
408,412,k,205,0,4,0,2/4,142
412,416,k,207,0,4,0,2/4,144
416,419,j,209,0,3,0,2/4,146
419,423,j,210,1,4,0,2/4,147
423,427,j,212,1,4,0,2/4,149
430,432,f,216,0,2,0,2/4,153
432,438,f,217,0,6,0,2/4,154
438,440,f,220,0,2,0,2/4,157
440,444,f,221,0,4,0,2/4,158
444,446,g,223,0,2,0,2/4,160
446,448,g,224,0,2,0,2/4,161
448,451,g,225,0,3,0,2/4,162
452,454,g,227,0,2,0,2/4,164
454,457,g,228,0,3,0,2/4,165
464,468,e,233,0,4,0,2/4,170
468,472,e,235,0,4,0,2/4,172
472,477,h,237,0,5,0,2/4,174
474,479,h,238,0,5,1,2/4,175
476,481,h,239,0,5,2,2/4,176
478,481,h,240,0,3,3,2/4,177
480,485,h,241,0,5,0,2/4,178
482,485,h,242,0,3,1,2/4,179
484,489,h,243,0,5,2,2/4,180
486,489,h,244,0,3,1,2/4,181
488,493,h,245,0,5,0,2/4,182
490,493,h,246,0,3,1,2/4,183
492,499,h,247,0,7,2,2/4,184
499,504,a,250,1,5,0,2/4,187
503,507,b,252,1,4,1,2/4,189
507,512,a,254,1,5,0,2/4,191
511,516,b,256,1,5,1,2/4,193
519,525,a,260,1,6,0,2/4,197
