start,end,type,measure,start_beat,duration,track,TS,measure_score
0,7,a,1,0,7,0,2/2,1
7,11,b,2,3,4,0,2/2,2
11,15,b,3,3,4,0,2/2,3
15,20,b,4,3,5,0,2/2,4
20,24,c,6,0,4,0,2/2,6
24,31,a,7,0,7,0,2/2,7
31,35,b,8,3,4,0,2/2,8
35,39,b,9,3,4,0,2/2,9
39,48,b,10,3,9,0,2/2,10
48,52,b,13,0,4,0,2/2,13
52,56,b,14,0,4,0,2/2,14
56,60,b,15,0,4,0,2/2,15
60,63,b,16,0,3,0,2/2,16
63,67,b,16,3,4,0,2/2,16
67,71,b,17,3,4,0,2/2,17
71,81,b,18,3,10,0,2/2,18
80,96,a,21,0,16,1,2/2,21
87,96,d,22,3,9,0,2/2,22
96,112,a,25,0,16,1,2/2,25
103,112,d,26,3,9,0,2/2,26
112,120,a,29,0,8,1,2/2,29
116,120,g,30,0,4,0,2/2,30
120,128,a,31,0,8,1,2/2,31
124,128,g,32,0,4,0,2/2,32
128,136,a,33,0,8,1,2/2,33
132,136,g,34,0,4,0,2/2,34
136,144,a,35,0,8,1,2/2,35
140,144,g,36,0,4,0,2/2,36
144,152,a,37,0,8,1,2/2,37
148,152,g,38,0,4,0,2/2,38
152,156,g,39,0,4,0,2/2,39
156,160,g,40,0,4,0,2/2,40
163,166,b,41,3,3,0,2/2,41
167,170,b,42,3,3,0,2/2,42
171,178,b,43,3,7,0,2/2,43
179,182,b,45,3,3,0,2/2,45
183,186,b,46,3,3,0,2/2,46
187,194,b,47,3,7,0,2/2,47
195,198,b,49,3,3,0,2/2,49
199,202,b,50,3,3,0,2/2,50
203,217,b,51,3,14,0,2/2,51
217,225,e,55,1,8,0,2/2,55
225,233,e,57,1,8,0,2/2,57
233,249,e,59,1,16,0,2/2,59
249,257,e,63,1,8,1,2/2,63
251,257,e,63,3,6,0,2/2,63
257,265,e,65,1,8,1,2/2,65
259,265,e,65,3,6,0,2/2,65
265,273,e,67,1,8,1,2/2,67
267,273,e,67,3,6,0,2/2,67
296,304,f,75,0,8,0,2/2,75
304,312,f,77,0,8,0,2/2,77
312,320,f,79,0,8,0,2/2,79
320,328,f,81,0,8,0,2/2,81
328,345,f,83,0,17,0,2/2,83
368,375,a,93,0,7,0,2/2,1
375,379,b,94,3,4,0,2/2,2
379,383,b,95,3,4,0,2/2,3
383,388,b,96,3,5,0,2/2,4
388,392,c,98,0,4,0,2/2,6
392,399,a,99,0,7,0,2/2,7
399,403,b,100,3,4,0,2/2,8
403,407,b,101,3,4,0,2/2,9
407,416,b,102,3,9,0,2/2,10
416,420,b,105,0,4,0,2/2,13
420,424,b,106,0,4,0,2/2,14
424,428,b,107,0,4,0,2/2,15
428,431,b,108,0,3,0,2/2,16
431,435,b,108,3,4,0,2/2,16
435,439,b,109,3,4,0,2/2,17
439,449,b,110,3,10,0,2/2,18
448,464,a,113,0,16,1,2/2,21
455,464,d,114,3,9,0,2/2,22
464,480,a,117,0,16,1,2/2,25
471,480,d,118,3,9,0,2/2,26
480,488,a,121,0,8,1,2/2,29
484,488,g,122,0,4,0,2/2,30
488,496,a,123,0,8,1,2/2,31
492,496,g,124,0,4,0,2/2,32
496,504,a,125,0,8,1,2/2,33
500,504,g,126,0,4,0,2/2,34
504,512,a,127,0,8,1,2/2,35
508,512,g,128,0,4,0,2/2,36
512,520,a,129,0,8,1,2/2,37
