start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,2,a,0,3,3,0,4/4,0
3,6,a,1,3,3,0,4/4,1
7,12,a,2,3,5,0,4/4,2
12,22,b,4,0,10,1,4/4,4
23,29,b,6,3,6,0,4/4,6
28,33,j,8,0,5,2,4/4,8
29,31,a,8,1,2,1,4/4,8
31,33,a,8,3,2,1,4/4,8
32,37,j,9,0,5,0,4/4,9
33,35,a,9,1,2,1,4/4,9
35,37,a,9,3,2,1,4/4,9
43,48,a,11,3,5,0,4/4,11
48,52,c,13,0,4,1,4/4,13
50,61,c,13,2,11,0,4/4,13
60,68,e,16,0,8,1,4/4,16
68,81,e,18,0,13,1,4/4,18
84,92,d,22,0,8,0,4/4,22
92,102,d,24,0,10,0,4/4,24
118,126,f,30,2,8,0,4/4,30
126,134,f,32,2,8,0,4/4,32
134,139,f,34,2,5,1,4/4,34
150,158,f,38,2,8,0,4/4,38
158,166,f,40,2,8,0,4/4,40
166,173,f,42,2,7,0,4/4,42
172,176,h,44,0,4,1,4/4,44
176,180,h,45,0,4,0,4/4,45
180,184,h,46,0,4,0,4/4,46
184,187,h,47,0,3,0,4/4,47
188,190,i,48,0,2,0,4/4,48
189,192,i,48,1,3,1,4/4,48
190,192,i,48,2,2,0,4/4,48
192,194,i,49,0,2,0,4/4,49
192,194,i,49,0,2,1,4/4,49
194,196,i,49,2,2,0,4/4,49
194,196,i,49,2,2,1,4/4,49
204,206,i,52,0,2,0,4/4,52
204,206,i,52,0,2,1,4/4,52
206,208,i,52,2,2,0,4/4,52
206,208,i,52,2,2,1,4/4,52
208,210,i,53,0,2,0,4/4,53
208,210,i,53,0,2,1,4/4,53
210,212,i,53,2,2,0,4/4,53
210,218,i,53,2,8,1,4/4,53
222,230,g,56,2,8,1,4/4,56
230,238,g,58,2,8,0,4/4,58
238,242,g,60,2,4,0,4/4,60
242,246,g,61,2,4,0,4/4,61
244,252,c,62,0,8,1,4/4,62
252,261,c,64,0,9,1,4/4,64
261,263,a,66,1,2,0,4/4,66
263,265,a,66,3,2,0,4/4,66
271,274,a,69,-1,3,0,4/4,1
275,278,a,69,3,3,0,4/4,1
279,284,a,70,3,5,0,4/4,2
284,294,b,72,0,10,1,4/4,4
295,301,b,74,3,6,0,4/4,6
300,305,j,76,0,5,2,4/4,8
301,303,a,76,1,2,1,4/4,8
303,305,a,76,3,2,1,4/4,8
304,309,j,77,0,5,0,4/4,9
305,307,a,77,1,2,1,4/4,9
307,309,a,77,3,2,1,4/4,9
315,320,a,79,3,5,0,4/4,11
320,324,c,81,0,4,1,4/4,13
322,333,c,81,2,11,0,4/4,13
332,340,e,84,0,8,1,4/4,16
340,353,e,86,0,13,1,4/4,18
356,364,d,90,0,8,0,4/4,22
364,374,d,92,0,10,0,4/4,24
390,398,f,98,2,8,0,4/4,30
398,406,f,100,2,8,0,4/4,32
406,411,f,102,2,5,1,4/4,34
422,430,f,106,2,8,0,4/4,38
430,438,f,108,2,8,0,4/4,40
438,445,f,110,2,7,0,4/4,42
444,448,h,112,0,4,1,4/4,44
448,452,h,113,0,4,0,4/4,45
452,456,h,114,0,4,0,4/4,46
456,459,h,115,0,3,0,4/4,47
460,462,i,116,0,2,0,4/4,48
461,464,i,116,1,3,1,4/4,48
462,464,i,116,2,2,0,4/4,48
464,466,i,117,0,2,0,4/4,49
464,466,i,117,0,2,1,4/4,49
466,468,i,117,2,2,0,4/4,49
466,468,i,117,2,2,1,4/4,49
476,478,i,120,0,2,0,4/4,52
476,478,i,120,0,2,1,4/4,52
478,480,i,120,2,2,0,4/4,52
478,480,i,120,2,2,1,4/4,52
480,482,i,121,0,2,0,4/4,53
480,482,i,121,0,2,1,4/4,53
482,484,i,121,2,2,0,4/4,53
482,490,i,121,2,8,1,4/4,53
494,502,g,124,2,8,1,4/4,56
502,510,g,126,2,8,0,4/4,58
510,514,g,128,2,4,0,4/4,60
514,518,g,129,2,4,0,4/4,61
516,524,c,130,0,8,1,4/4,62
524,533,c,132,0,9,1,4/4,64
533,535,a,134,1,2,0,4/4,66
535,537,a,134,3,2,0,4/4,66
543,545,a,136,3,2,0,4/4,68
545,547,a,137,1,2,1,4/4,69
547,549,a,137,3,2,0,4/4,69
549,551,a,138,1,2,1,4/4,70
551,554,a,138,3,3,0,4/4,70
552,560,c,139,0,8,1,4/4,71
560,564,c,141,0,4,0,4/4,73
564,570,c,142,0,6,0,4/4,74
570,578,g,143,2,8,0,4/4,75
578,586,g,145,2,8,0,4/4,77
586,590,g,147,2,4,0,4/4,79
590,593,g,148,2,3,0,4/4,80
592,601,c,149,0,9,1,4/4,81
601,605,a,151,1,4,0,4/4,83
608,617,c,153,0,9,1,4/4,85
617,621,a,155,1,4,0,4/4,87
624,633,c,157,0,9,1,4/4,89
633,637,a,159,1,4,0,4/4,91
641,645,a,161,1,4,0,4/4,93
649,653,a,163,1,4,0,4/4,95
657,661,a,165,1,4,0,4/4,97
665,669,a,167,1,4,0,4/4,99
673,677,a,169,1,4,0,4/4,101
681,685,a,171,1,4,0,4/4,103
688,696,c,173,0,8,1,4/4,105
696,701,c,175,0,5,1,4/4,107
704,712,c,177,0,8,1,4/4,109
712,717,c,179,0,5,1,4/4,111
720,728,c,181,0,8,1,4/4,113
728,738,c,183,0,10,1,4/4,115
756,768,c,190,0,12,1,4/4,122
764,778,c,192,0,14,0,4/4,124
779,782,a,195,3,3,0,4/4,127
783,786,a,196,3,3,0,4/4,128
787,795,a,197,3,8,0,4/4,129
792,802,b,199,0,10,1,4/4,131
803,809,b,201,3,6,1,4/4,133
808,813,j,203,0,5,0,4/4,135
809,811,a,203,1,2,1,4/4,135
811,813,a,203,3,2,1,4/4,135
812,817,j,204,0,5,2,4/4,136
813,815,a,204,1,2,1,4/4,136
815,817,a,204,3,2,1,4/4,136
823,826,a,206,3,3,1,4/4,138
825,828,a,207,1,3,0,4/4,139
827,830,a,207,3,3,1,4/4,139
829,832,a,208,1,3,0,4/4,140
831,836,a,208,3,5,1,4/4,140
836,842,c,210,0,6,2,4/4,142
838,857,c,210,2,19,0,4/4,142
856,865,e,215,0,9,1,4/4,147
864,877,e,217,0,13,2,4/4,149
880,888,d,221,0,8,0,4/4,153
888,898,d,223,0,10,0,4/4,155
914,922,f,229,2,8,0,4/4,161
922,930,f,231,2,8,0,4/4,163
930,940,f,233,2,10,0,4/4,165
946,954,f,237,2,8,0,4/4,169
954,962,f,239,2,8,0,4/4,171
962,969,f,241,2,7,0,4/4,173
968,972,h,243,0,4,2,4/4,175
972,976,h,244,0,4,0,4/4,176
976,980,h,245,0,4,0,4/4,177
980,983,h,246,0,3,0,4/4,178
982,986,i,246,2,4,1,4/4,178
985,988,i,247,1,3,2,4/4,179
986,990,i,247,2,4,0,4/4,179
988,990,i,248,0,2,2,4/4,180
990,993,i,248,2,3,0,4/4,180
990,992,i,248,2,2,2,4/4,180
1000,1002,i,251,0,2,0,4/4,183
1000,1002,i,251,0,2,1,4/4,183
1002,1004,i,251,2,2,0,4/4,183
1002,1004,i,251,2,2,1,4/4,183
1004,1006,i,252,0,2,0,4/4,184
1004,1006,i,252,0,2,1,4/4,184
1006,1014,i,252,2,8,1,4/4,184
1018,1026,g,255,2,8,0,4/4,187
1026,1034,g,257,2,8,0,4/4,189
1034,1038,g,259,2,4,0,4/4,191
1038,1042,g,260,2,4,0,4/4,192
1040,1048,c,261,0,8,1,4/4,193
1048,1057,c,263,0,9,1,4/4,195
1057,1059,a,265,1,2,1,4/4,197
1059,1061,a,265,3,2,1,4/4,197
