start,end,type,measure,start_beat,duration,track,TS,measure_score
0,20,a,1,0,20,0,2/2,1
16,36,a,5,0,20,1,2/2,5
19,23,b,5,3,4,2,2/2,5
23,26,b,6,3,3,2,2/2,6
24,33,c,7,0,9,0,2/2,7
39,43,b,10,3,4,0,2/2,10
40,61,a,11,0,21,1,2/2,11
43,47,b,11,3,4,0,2/2,11
59,67,g,15,3,8,0,2/2,15
61,69,f,16,1,8,1,2/2,16
67,76,g,17,3,9,0,2/2,17
69,74,f,18,1,5,1,2/2,18
91,95,b,23,3,4,0,2/2,23
95,98,b,24,3,3,0,2/2,24
95,103,d,24,3,8,1,2/2,24
103,109,d,26,3,6,0,2/2,26
108,112,e,28,0,4,1,2/2,28
112,116,e,29,0,4,0,2/2,29
116,120,e,30,0,4,0,2/2,30
120,124,e,31,0,4,0,2/2,31
156,168,c,40,0,12,1,2/2,40
167,171,b,42,3,4,0,2/2,42
171,174,b,43,3,3,0,2/2,43
172,181,c,44,0,9,1,2/2,44
183,187,b,46,3,4,0,2/2,46
187,190,b,47,3,3,0,2/2,47
188,194,d,48,0,6,2,2/2,48
188,205,a,48,0,17,1,2/2,48
192,203,c,49,0,11,0,2/2,49
203,211,g,51,3,8,0,2/2,51
205,213,f,52,1,8,1,2/2,52
211,220,g,53,3,9,0,2/2,53
213,218,f,54,1,5,1,2/2,54
224,228,g,57,0,4,0,2/2,57
228,237,a,58,0,9,0,2/2,58
239,243,b,60,3,4,0,2/2,60
243,247,b,61,3,4,0,2/2,61
247,251,b,62,3,4,0,2/2,62
251,255,b,63,3,4,0,2/2,63
255,259,b,64,3,4,0,2/2,64
259,262,b,65,3,3,0,2/2,65
