start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,3,a,0,1,4,0,2/4,0
3,7,a,2,1,4,0,2/4,2
7,15,a,4,1,8,0,2/4,4
15,23,b,8,1,8,0,2/4,8
22,27,b,12,0,5,1,2/4,12
24,31,b,13,0,7,0,2/4,13
39,43,a,20,1,4,0,2/4,20
43,51,b,22,1,8,1,2/4,22
48,55,b,25,0,7,0,2/4,25
52,59,b,27,0,7,1,2/4,27
56,63,b,29,0,7,0,2/4,29
62,66,c,32,0,4,1,2/4,32
66,70,c,34,0,4,0,2/4,34
70,74,c,36,0,4,1,2/4,36
74,82,c,38,0,8,0,2/4,38
94,98,d,48,0,4,0,2/4,48
98,102,d,50,0,4,0,2/4,50
102,106,d,52,0,4,0,2/4,52
106,115,b,54,0,9,1,2/4,54
115,124,e,58,1,9,0,2/4,58
123,132,e,62,1,9,1,2/4,62
131,137,e,66,1,6,0,2/4,66
138,142,f,70,0,4,0,2/4,70
142,146,f,72,0,4,0,2/4,72
146,150,f,74,0,4,0,2/4,74
147,153,a,74,1,6,1,2/4,74
153,157,a,77,1,4,0,2/4,77
157,160,a,79,1,3,0,2/4,79
159,162,a,80,1,3,1,2/4,80
161,164,a,81,1,3,0,2/4,81
166,175,a,84,0,9,1,2/4,84
174,183,b,88,0,9,0,2/4,88
182,186,c,92,0,4,1,2/4,92
186,190,c,94,0,4,0,2/4,94
190,194,c,96,0,4,1,2/4,96
194,198,c,98,0,4,0,2/4,98
218,227,b,110,0,9,1,2/4,110
233,237,a,118,-1,4,0,2/4,1
237,241,a,119,1,4,0,2/4,2
241,249,a,121,1,8,0,2/4,4
249,257,b,125,1,8,0,2/4,8
256,261,b,129,0,5,1,2/4,12
258,265,b,130,0,7,0,2/4,13
273,277,a,137,1,4,0,2/4,20
277,285,b,139,1,8,1,2/4,22
282,289,b,142,0,7,0,2/4,25
286,293,b,144,0,7,1,2/4,27
290,297,b,146,0,7,0,2/4,29
296,300,c,149,0,4,1,2/4,32
300,304,c,151,0,4,0,2/4,34
304,308,c,153,0,4,1,2/4,36
308,316,c,155,0,8,0,2/4,38
328,332,d,165,0,4,0,2/4,48
332,336,d,167,0,4,0,2/4,50
336,340,d,169,0,4,0,2/4,52
340,349,b,171,0,9,1,2/4,54
349,358,e,175,1,9,0,2/4,58
357,366,e,179,1,9,1,2/4,62
365,371,e,183,1,6,0,2/4,66
372,376,f,187,0,4,0,2/4,70
376,380,f,189,0,4,0,2/4,72
380,384,f,191,0,4,0,2/4,74
381,387,a,191,1,6,1,2/4,74
387,391,a,194,1,4,0,2/4,77
391,394,a,196,1,3,0,2/4,79
393,396,a,197,1,3,1,2/4,80
395,398,a,198,1,3,0,2/4,81
400,409,a,201,0,9,1,2/4,84
408,417,b,205,0,9,0,2/4,88
416,420,c,209,0,4,1,2/4,92
420,424,c,211,0,4,0,2/4,94
424,428,c,213,0,4,1,2/4,96
428,432,c,215,0,4,0,2/4,98
452,461,b,227,0,9,1,2/4,110
475,479,a,238,1,4,0,2/4,121
479,483,a,240,1,4,0,2/4,123
483,491,a,242,1,8,0,2/4,125
493,497,a,247,1,4,0,2/4,130
497,505,a,249,1,8,0,2/4,132
505,509,a,253,1,4,0,2/4,136
509,517,a,255,1,8,0,2/4,138
517,521,a,259,1,4,0,2/4,142
521,528,a,261,1,7,0,2/4,144
