start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,5,a,0,1,6,0,2/4,0
5,9,b,3,1,4,0,2/4,3
9,13,b,5,1,4,0,2/4,5
13,17,b,7,1,4,0,2/4,7
18,21,c,10,0,3,0,2/4,10
21,27,a,11,1,6,0,2/4,11
27,31,b,14,1,4,0,2/4,14
31,35,b,16,1,4,0,2/4,16
35,39,b,18,1,4,0,2/4,18
40,43,c,21,0,3,0,2/4,21
43,47,b,22,1,4,0,2/4,22
48,51,c,25,0,3,0,2/4,25
52,55,c,27,0,3,0,2/4,27
56,59,c,29,0,3,1,2/4,29
58,62,a,30,0,4,0,2/4,30
62,66,a,32,0,4,0,2/4,32
66,70,a,34,0,4,0,2/4,34
76,80,j,39,0,4,0,2/4,39
80,84,j,41,0,4,0,2/4,41
84,90,j,43,0,6,0,2/4,43
89,95,a,45,1,6,1,2/4,45
95,99,b,48,1,4,0,2/4,48
99,103,b,50,1,4,0,2/4,50
103,107,b,52,1,4,0,2/4,52
108,111,c,55,0,3,0,2/4,55
111,115,b,56,1,4,0,2/4,56
116,119,c,59,0,3,0,2/4,59
120,123,c,61,0,3,0,2/4,61
124,127,c,63,0,3,0,2/4,63
130,132,d,66,0,2,0,2/4,66
132,134,d,67,0,2,0,2/4,67
134,137,d,68,0,3,0,2/4,68
136,138,e,69,0,2,1,2/4,69
138,140,d,70,0,2,0,2/4,70
140,142,d,71,0,2,0,2/4,71
142,145,e,72,0,3,0,2/4,72
146,148,d,74,0,2,0,2/4,74
148,150,d,75,0,2,0,2/4,75
150,153,d,76,0,3,0,2/4,76
152,154,e,77,0,2,1,2/4,77
154,156,d,78,0,2,0,2/4,78
156,158,e,79,0,2,0,2/4,79
158,160,d,80,0,2,0,2/4,80
160,162,e,81,0,2,0,2/4,81
162,164,d,82,0,2,0,2/4,82
164,166,i,83,0,2,0,2/4,83
166,168,i,84,0,2,0,2/4,84
168,170,i,85,0,2,0,2/4,85
174,176,d,88,0,2,0,2/4,88
176,178,e,89,0,2,0,2/4,89
178,180,d,90,0,2,0,2/4,90
180,182,e,91,0,2,0,2/4,91
182,184,d,92,0,2,0,2/4,92
184,186,f,93,0,2,0,2/4,93
186,188,f,94,0,2,0,2/4,94
188,191,f,95,0,3,0,2/4,95
191,192,f,96,1,1,0,2/4,96
192,193,f,97,0,1,0,2/4,97
193,195,f,97,1,2,0,2/4,97
195,199,g,98,1,4,0,2/4,98
199,203,g,100,1,4,0,2/4,100
203,207,g,102,1,4,0,2/4,102
221,227,a,111,1,6,0,2/4,111
227,231,b,114,1,4,0,2/4,3
231,235,b,116,1,4,0,2/4,5
235,239,b,118,1,4,0,2/4,7
240,243,c,121,0,3,0,2/4,10
243,249,a,122,1,6,0,2/4,11
249,253,b,125,1,4,0,2/4,14
253,257,b,127,1,4,0,2/4,16
257,261,b,129,1,4,0,2/4,18
262,265,c,132,0,3,0,2/4,21
265,269,b,133,1,4,0,2/4,22
270,273,c,136,0,3,0,2/4,25
274,277,c,138,0,3,0,2/4,27
278,281,c,140,0,3,1,2/4,29
280,284,a,141,0,4,0,2/4,30
284,288,a,143,0,4,0,2/4,32
288,292,a,145,0,4,0,2/4,34
298,302,j,150,0,4,0,2/4,39
302,306,j,152,0,4,0,2/4,41
306,312,j,154,0,6,0,2/4,43
311,317,a,156,1,6,1,2/4,45
317,321,b,159,1,4,0,2/4,48
321,325,b,161,1,4,0,2/4,50
325,329,b,163,1,4,0,2/4,52
330,333,c,166,0,3,0,2/4,55
333,337,b,167,1,4,0,2/4,56
338,341,c,170,0,3,0,2/4,59
342,345,c,172,0,3,0,2/4,61
346,349,c,174,0,3,0,2/4,63
352,354,d,177,0,2,0,2/4,66
354,356,d,178,0,2,0,2/4,67
356,359,d,179,0,3,0,2/4,68
358,360,e,180,0,2,1,2/4,69
360,362,d,181,0,2,0,2/4,70
362,364,d,182,0,2,0,2/4,71
364,367,e,183,0,3,0,2/4,72
368,370,d,185,0,2,0,2/4,74
370,372,d,186,0,2,0,2/4,75
372,375,d,187,0,3,0,2/4,76
374,376,e,188,0,2,1,2/4,77
376,378,d,189,0,2,0,2/4,78
378,380,e,190,0,2,0,2/4,79
380,382,d,191,0,2,0,2/4,80
382,384,e,192,0,2,0,2/4,81
384,386,d,193,0,2,0,2/4,82
386,388,i,194,0,2,0,2/4,83
388,390,i,195,0,2,0,2/4,84
390,392,i,196,0,2,0,2/4,85
396,398,d,199,0,2,0,2/4,88
398,400,e,200,0,2,0,2/4,89
400,402,d,201,0,2,0,2/4,90
402,404,e,202,0,2,0,2/4,91
404,406,d,203,0,2,0,2/4,92
406,408,f,204,0,2,0,2/4,93
408,410,f,205,0,2,0,2/4,94
410,413,f,206,0,3,0,2/4,95
413,414,f,207,1,1,0,2/4,96
414,415,f,208,0,1,0,2/4,97
415,417,f,208,1,2,0,2/4,97
417,421,g,209,1,4,0,2/4,98
421,425,g,211,1,4,0,2/4,100
425,429,g,213,1,4,0,2/4,102
443,449,a,222,1,6,0,2/4,111
449,453,b,225,1,4,0,2/4,114
453,457,b,227,1,4,0,2/4,116
457,465,b,229,1,8,0,2/4,118
465,469,b,233,1,4,0,2/4,122
469,473,b,235,1,4,0,2/4,124
473,489,b,237,1,16,0,2/4,126
488,492,a,245,0,4,1,2/4,134
492,496,a,247,0,4,0,2/4,136
496,501,a,249,0,5,0,2/4,138
504,508,a,253,0,4,0,2/4,142
508,512,a,255,0,4,0,2/4,144
512,517,a,257,0,5,0,2/4,146
520,524,a,261,0,4,0,2/4,150
524,528,a,263,0,4,0,2/4,152
528,534,a,265,0,6,0,2/4,154
544,550,j,273,0,6,0,2/4,162
550,561,j,276,0,11,0,2/4,165
607,613,a,304,1,6,0,2/4,193
613,617,b,307,1,4,0,2/4,196
617,621,b,309,1,4,0,2/4,198
621,625,b,311,1,4,0,2/4,200
626,629,c,314,0,3,0,2/4,203
629,633,b,315,1,4,0,2/4,204
634,637,c,318,0,3,0,2/4,207
637,641,b,319,1,4,0,2/4,208
642,645,c,322,0,3,0,2/4,211
646,649,c,324,0,3,0,2/4,213
650,653,c,326,0,3,0,2/4,215
656,658,d,329,0,2,0,2/4,218
658,660,d,330,0,2,0,2/4,219
660,663,d,331,0,3,0,2/4,220
662,664,e,332,0,2,1,2/4,221
664,666,d,333,0,2,0,2/4,222
666,668,d,334,0,2,0,2/4,223
668,671,e,335,0,3,0,2/4,224
672,674,d,337,0,2,0,2/4,226
674,676,d,338,0,2,0,2/4,227
676,679,d,339,0,3,0,2/4,228
678,680,e,340,0,2,1,2/4,229
680,682,d,341,0,2,0,2/4,230
682,684,d,342,0,2,0,2/4,231
688,690,d,345,0,2,0,2/4,234
690,692,d,346,0,2,0,2/4,235
692,695,d,347,0,3,0,2/4,236
694,696,e,348,0,2,1,2/4,237
696,698,d,349,0,2,0,2/4,238
698,700,d,350,0,2,0,2/4,239
700,703,e,351,0,3,0,2/4,240
704,706,d,353,0,2,0,2/4,242
706,708,d,354,0,2,0,2/4,243
708,711,d,355,0,3,0,2/4,244
710,712,e,356,0,2,1,2/4,245
712,714,d,357,0,2,0,2/4,246
714,716,e,358,0,2,0,2/4,247
716,718,d,359,0,2,0,2/4,248
718,720,e,360,0,2,0,2/4,249
720,722,d,361,0,2,0,2/4,250
722,724,i,362,0,2,0,2/4,251
724,726,i,363,0,2,0,2/4,252
726,728,i,364,0,2,0,2/4,253
732,734,d,367,0,2,0,2/4,256
734,736,e,368,0,2,0,2/4,257
736,738,d,369,0,2,0,2/4,258
738,740,e,370,0,2,0,2/4,259
740,742,d,371,0,2,0,2/4,260
742,744,f,372,0,2,0,2/4,261
744,746,f,373,0,2,0,2/4,262
746,749,f,374,0,3,0,2/4,263
749,750,f,375,1,1,0,2/4,264
750,751,f,376,0,1,0,2/4,265
751,753,f,376,1,2,0,2/4,265
753,757,g,377,1,4,0,2/4,266
757,761,g,379,1,4,0,2/4,268
761,765,g,381,1,4,0,2/4,270
779,785,a,390,1,6,0,2/4,279
784,789,a,393,0,5,1,2/4,282
788,793,a,395,0,5,0,2/4,284
798,802,j,400,0,4,0,2/4,289
802,812,j,402,0,10,0,2/4,291
814,817,c,408,0,3,0,2/4,297
819,823,h,410,1,4,0,2/4,299
823,827,h,412,1,4,0,2/4,301
827,834,b,414,1,7,0,2/4,303
835,839,h,418,1,4,0,2/4,307
839,843,h,420,1,4,0,2/4,309
843,850,b,422,1,7,0,2/4,311
851,858,b,426,1,7,0,2/4,315
859,866,b,430,1,7,0,2/4,319
