start,end,type,measure,start_beat,duration,track,TS,measure_score
-1.5,4.5,a,0,4.5,6.0,0,12/8,0
4.5,12.0,b,1,4.5,7.5,0,12/8,1
12.0,19.5,c,3,0.0,7.5,0,12/8,3
22.5,28.5,a,4,4.5,6.0,0,12/8,4
28.5,36.0,b,5,4.5,7.5,0,12/8,5
36.0,43.5,c,7,0.0,7.5,0,12/8,7
48.0,55.5,c,9,0.0,7.5,0,12/8,9
55.5,58.5,d,10,1.5,3.0,0,12/8,10
60.0,67.5,c,11,0.0,7.5,0,12/8,11
67.5,70.5,d,12,1.5,3.0,0,12/8,12
70.5,73.5,d,12,4.5,3.0,0,12/8,12
73.5,76.5,d,13,1.5,3.0,0,12/8,13
76.5,79.5,d,13,4.5,3.0,0,12/8,13
94.5,97.5,a,16,4.5,3.0,0,12/8,16
96.0,106.5,e,17,0.0,10.5,1,12/8,17
106.5,114.0,b,18,4.5,7.5,0,12/8,18
114.0,120.0,e,20,0.0,6.0,0,12/8,20
120.0,127.5,c,21,0.0,7.5,0,12/8,21
126.0,132.0,e,22,0.0,6.0,1,12/8,22
132.0,139.5,c,23,0.0,7.5,0,12/8,23
144.0,157.5,i,25,0.0,13.5,0,12/8,25
172.5,187.5,i,29,4.5,15.0,0,12/8,29
208.5,211.5,b,35,4.5,3.0,0,12/8,35
211.5,220.5,a,36,1.5,9.0,0,12/8,36
220.5,232.5,a,37,4.5,12.0,0,12/8,37
232.5,235.5,b,39,4.5,3.0,0,12/8,39
235.5,241.5,a,40,1.5,6.0,0,12/8,40
240.0,246.0,l,41,0.0,6.0,1,12/8,41
246.0,252.0,l,42,0.0,6.0,1,12/8,42
300.0,303.0,g,51,0.0,3.0,0,12/8,51
303.0,306.0,g,51,3.0,3.0,0,12/8,51
306.0,309.0,g,52,0.0,3.0,0,12/8,52
309.0,312.0,g,52,3.0,3.0,0,12/8,52
312.0,324.0,f,53,0.0,12.0,0,12/8,53
324.0,327.0,g,55,0.0,3.0,0,12/8,55
327.0,330.0,g,55,3.0,3.0,0,12/8,55
330.0,333.0,g,56,0.0,3.0,0,12/8,56
333.0,336.0,g,56,3.0,3.0,0,12/8,56
336.0,348.0,f,57,0.0,12.0,0,12/8,57
354.0,357.0,h,60,0.0,3.0,0,12/8,60
357.0,360.0,h,60,3.0,3.0,0,12/8,60
360.0,367.5,i,61,0.0,7.5,0,12/8,61
367.5,373.5,i,62,1.5,6.0,0,12/8,62
373.5,378.0,i,63,1.5,4.5,0,12/8,63
378.0,388.5,a,64,0.0,10.5,0,12/8,64
388.5,394.5,a,65,4.5,6.0,0,12/8,65
394.5,400.5,a,66,4.5,6.0,0,12/8,66
400.5,408.0,b,67,4.5,7.5,0,12/8,67
408.0,415.5,c,69,0.0,7.5,0,12/8,69
420.0,427.5,c,71,0.0,7.5,0,12/8,71
432.0,450.0,c,73,0.0,18.0,0,12/8,73
450.0,466.5,c,76,0.0,16.5,0,12/8,76
466.5,472.5,a,78,4.5,6.0,0,12/8,78
472.5,480.0,b,79,4.5,7.5,0,12/8,79
484.5,492.0,b,81,4.5,7.5,0,12/8,81
496.5,504.0,b,83,4.5,7.5,0,12/8,83
508.5,516.0,b,85,4.5,7.5,0,12/8,85
520.5,528.0,b,87,4.5,7.5,0,12/8,87
532.5,540.0,b,89,4.5,7.5,0,12/8,89
570.0,577.5,i,96,0.0,7.5,0,12/8,96
592.5,601.5,i,99,4.5,9.0,0,12/8,99
603.0,607.5,i,101,3.0,4.5,0,12/8,101
609.0,613.5,i,102,3.0,4.5,0,12/8,102
652.5,655.5,b,109,4.5,3.0,0,12/8,109
655.5,664.5,a,110,1.5,9.0,0,12/8,110
664.5,676.5,a,111,4.5,12.0,0,12/8,111
676.5,679.5,b,113,4.5,3.0,0,12/8,113
679.5,688.5,a,114,1.5,9.0,0,12/8,114
688.5,700.5,a,115,4.5,12.0,0,12/8,115
700.5,703.5,b,117,4.5,3.0,0,12/8,117
703.5,709.5,a,118,1.5,6.0,0,12/8,118
708.0,714.0,l,119,0.0,6.0,1,12/8,119
714.0,720.0,l,120,0.0,6.0,0,12/8,120
720.0,726.0,l,121,0.0,6.0,0,12/8,121
726.0,732.0,l,122,0.0,6.0,0,12/8,122
732.0,735.0,k,123,0.0,3.0,1,12/8,123
733.5,735.0,k,123,1.5,1.5,0,12/8,123
735.0,738.0,k,123,3.0,3.0,1,12/8,123
736.5,738.0,k,123,4.5,1.5,0,12/8,123
738.0,741.0,k,124,0.0,3.0,1,12/8,124
739.5,741.0,k,124,1.5,1.5,0,12/8,124
741.0,744.0,k,124,3.0,3.0,1,12/8,124
742.5,744.0,k,124,4.5,1.5,0,12/8,124
744.0,745.5,k,125,0.0,1.5,1,12/8,125
744.0,745.5,k,125,0.0,1.5,0,12/8,125
745.5,747.0,k,125,1.5,1.5,1,12/8,125
745.5,747.0,k,125,1.5,1.5,0,12/8,125
775.5,778.5,d,130,1.5,3.0,0,12/8,130
778.5,781.5,d,130,4.5,3.0,0,12/8,130
781.5,784.5,d,131,1.5,3.0,0,12/8,131
784.5,787.5,d,131,4.5,3.0,0,12/8,131
787.5,790.5,d,132,1.5,3.0,0,12/8,132
790.5,793.5,d,132,4.5,3.0,0,12/8,132
793.5,796.5,d,133,1.5,3.0,0,12/8,133
796.5,799.5,d,133,4.5,3.0,0,12/8,133
808.5,814.5,a,135,4.5,6.0,0,12/8,135
814.5,822.0,b,136,4.5,7.5,0,12/8,136
822.0,829.5,c,138,0.0,7.5,0,12/8,138
832.5,838.5,a,139,4.5,6.0,0,12/8,139
838.5,846.0,b,140,4.5,7.5,0,12/8,140
846.0,853.5,c,142,0.0,7.5,0,12/8,142
858.0,865.5,c,144,0.0,7.5,0,12/8,144
865.5,868.5,d,145,1.5,3.0,0,12/8,145
870.0,877.5,c,146,0.0,7.5,0,12/8,146
877.5,880.5,d,147,1.5,3.0,0,12/8,147
880.5,883.5,d,147,4.5,3.0,0,12/8,147
883.5,886.5,d,148,1.5,3.0,0,12/8,148
886.5,889.5,d,148,4.5,3.0,0,12/8,148
904.5,907.5,a,151,4.5,3.0,1,12/8,151
906.0,916.5,e,152,0.0,10.5,0,12/8,152
916.5,924.0,b,153,4.5,7.5,0,12/8,153
924.0,930.0,e,155,0.0,6.0,0,12/8,155
930.0,937.5,c,156,0.0,7.5,1,12/8,156
936.0,942.0,e,157,0.0,6.0,0,12/8,157
942.0,949.5,c,158,0.0,7.5,1,12/8,158
948.0,954.0,e,159,0.0,6.0,0,12/8,159
954.0,961.5,c,160,0.0,7.5,1,12/8,160
960.0,966.0,e,161,0.0,6.0,0,12/8,161
966.0,973.5,c,162,0.0,7.5,0,12/8,162
984.0,991.5,i,165,0.0,7.5,0,12/8,165
1006.5,1015.5,i,168,4.5,9.0,0,12/8,168
1017.0,1021.5,i,170,3.0,4.5,0,12/8,170
1042.5,1045.5,b,174,4.5,3.0,0,12/8,174
1045.5,1054.5,a,175,1.5,9.0,0,12/8,175
1054.5,1066.5,a,176,4.5,12.0,0,12/8,176
1066.5,1069.5,b,178,4.5,3.0,0,12/8,178
1069.5,1075.5,a,179,1.5,6.0,0,12/8,179
1074.0,1080.0,l,180,0.0,6.0,1,12/8,180
1080.0,1086.0,l,181,0.0,6.0,1,12/8,181
1134.0,1137.0,g,190,0.0,3.0,0,12/8,190
1137.0,1140.0,g,190,3.0,3.0,0,12/8,190
1140.0,1143.0,g,191,0.0,3.0,0,12/8,191
1143.0,1146.0,g,191,3.0,3.0,0,12/8,191
1146.0,1158.0,f,192,0.0,12.0,0,12/8,192
1158.0,1161.0,g,194,0.0,3.0,0,12/8,194
1161.0,1164.0,g,194,3.0,3.0,0,12/8,194
1164.0,1167.0,g,195,0.0,3.0,0,12/8,195
1167.0,1170.0,g,195,3.0,3.0,0,12/8,195
1170.0,1182.0,f,196,0.0,12.0,0,12/8,196
1188.0,1191.0,k,199,0.0,3.0,0,12/8,199
1191.0,1194.0,h,199,3.0,3.0,0,12/8,199
1194.0,1201.5,i,200,0.0,7.5,0,12/8,200
1201.5,1212.0,i,201,1.5,10.5,0,12/8,201
1212.0,1222.5,a,203,0.0,10.5,0,12/8,203
1222.5,1230.0,b,204,4.5,7.5,0,12/8,204
1234.5,1242.0,b,206,4.5,7.5,0,12/8,206
1242.0,1248.0,b,208,0.0,6.0,0,12/8,208
1248.0,1254.0,b,209,0.0,6.0,0,12/8,209
1258.5,1261.5,b,210,4.5,3.0,0,12/8,210
1261.5,1270.5,a,211,1.5,9.0,0,12/8,211
1270.5,1273.5,b,212,4.5,3.0,0,12/8,212
1273.5,1279.5,a,213,1.5,6.0,0,12/8,213
1279.5,1285.5,b,214,1.5,6.0,0,12/8,214
1285.5,1291.5,b,215,1.5,6.0,0,12/8,215
1291.5,1297.5,b,216,1.5,6.0,0,12/8,216
1297.5,1302.0,b,217,1.5,4.5,0,12/8,217
1405.5,1408.5,d,235,1.5,3.0,0,12/8,235
1408.5,1411.5,d,235,4.5,3.0,0,12/8,235
1411.5,1414.5,d,236,1.5,3.0,0,12/8,236
1414.5,1417.5,d,236,4.5,3.0,0,12/8,236
1417.5,1426.5,d,237,1.5,9.0,1,12/8,237
1423.5,1426.5,d,238,1.5,3.0,0,12/8,238
1426.5,1429.5,d,238,4.5,3.0,0,12/8,238
1432.5,1435.5,b,239,4.5,3.0,0,12/8,239
1435.5,1444.5,a,240,1.5,9.0,0,12/8,240
1444.5,1447.5,b,241,4.5,3.0,0,12/8,241
1447.5,1456.5,a,242,1.5,9.0,0,12/8,242
1456.5,1462.5,a,243,4.5,6.0,0,12/8,243
1462.5,1468.5,a,244,4.5,6.0,0,12/8,244
1468.5,1474.5,a,245,4.5,6.0,0,12/8,245
1474.5,1480.5,a,246,4.5,6.0,0,12/8,246
1480.5,1486.5,a,247,4.5,6.0,0,12/8,247
1488.0,1491.0,d,249,0.0,3.0,0,12/8,249
1489.5,1492.5,d,249,1.5,3.0,1,12/8,249
1491.0,1494.0,d,249,3.0,3.0,0,12/8,249
1492.5,1495.5,d,249,4.5,3.0,1,12/8,249
1494.0,1497.0,d,250,0.0,3.0,0,12/8,250
1495.5,1498.5,d,250,1.5,3.0,1,12/8,250
1497.0,1500.0,d,250,3.0,3.0,0,12/8,250
1498.5,1501.5,d,250,4.5,3.0,1,12/8,250
1500.0,1507.5,c,251,0.0,7.5,0,12/8,251
1506.0,1509.0,d,252,0.0,3.0,0,12/8,252
1507.5,1510.5,d,252,1.5,3.0,1,12/8,252
1509.0,1512.0,d,252,3.0,3.0,0,12/8,252
1510.5,1513.5,d,252,4.5,3.0,1,12/8,252
1512.0,1515.0,d,253,0.0,3.0,0,12/8,253
1513.5,1516.5,d,253,1.5,3.0,1,12/8,253
1515.0,1518.0,d,253,3.0,3.0,0,12/8,253
1516.5,1519.5,d,253,4.5,3.0,1,12/8,253
1518.0,1524.0,c,254,0.0,6.0,0,12/8,254
1524.0,1530.0,c,255,0.0,6.0,0,12/8,255
1530.0,1536.0,c,256,0.0,6.0,0,12/8,256
1537.5,1543.5,b,257,1.5,6.0,0,12/8,257
1543.5,1546.5,a,258,1.5,3.0,0,12/8,258
1546.5,1549.5,a,258,4.5,3.0,0,12/8,258
1549.5,1552.5,a,259,1.5,3.0,0,12/8,259
1552.5,1555.5,a,259,4.5,3.0,0,12/8,259
1555.5,1558.5,a,260,1.5,3.0,0,12/8,260
