start,end,type,measure,start_beat,duration,track,TS,measure_score
-0.5,5.5,a,0,1.0,6.0,0,3/8,0
5.5,11.5,b,4,1.0,6.0,0,3/8,4
11.5,17.5,a,8,1.0,6.0,0,3/8,8
17.5,23.0,b,12,1.0,5.5,0,3/8,12
23.5,26.5,c,16,1.0,3.0,0,3/8,16
26.5,29.5,c,18,1.0,3.0,0,3/8,18
29.5,33.0,d,20,1.0,3.5,0,3/8,20
33.0,39.0,d,23,0.0,6.0,0,3/8,23
39.0,44.5,a,27,0.0,5.5,0,3/8,27
44.5,50.0,b,30,1.0,5.5,0,3/8,30
50.5,56.5,a,0,1.0,6.0,0,3/8,0
56.5,62.5,b,4,1.0,6.0,0,3/8,4
62.5,68.5,a,8,1.0,6.0,0,3/8,8
68.5,74.0,b,12,1.0,5.5,0,3/8,12
74.5,78.0,c,16,1.0,3.5,1,3/8,16
78.0,81.0,c,19,0.0,3.0,1,3/8,19
80.5,84.0,d,20,1.0,3.5,0,3/8,20
84.0,90.0,d,23,0.0,6.0,0,3/8,23
90.0,95.5,a,27,0.0,5.5,0,3/8,27
95.5,101.0,b,30,1.0,5.5,0,3/8,30
101.5,107.5,a,0,1.0,6.0,0,3/8,0
107.5,113.5,b,4,1.0,6.0,0,3/8,4
113.5,119.5,a,8,1.0,6.0,0,3/8,8
119.5,125.5,b,12,1.0,6.0,0,3/8,12
125.5,129.0,c,16,1.0,3.5,0,3/8,16
128.5,131.5,d,18,1.0,3.0,1,3/8,18
129.0,133.5,c,19,0.0,4.5,0,3/8,19
141.0,146.5,a,27,0.0,5.5,0,3/8,27
146.5,152.5,b,30,1.0,6.0,0,3/8,30
152.5,159.5,a,0,1.0,7.0,1,3/8,0
159.0,164.5,b,5,0.0,5.5,0,3/8,5
164.5,171.5,a,8,1.0,7.0,0,3/8,8
171.0,176.0,b,13,0.0,5.0,1,3/8,13
176.5,179.5,c,16,1.0,3.0,0,3/8,16
179.5,182.5,c,18,1.0,3.0,0,3/8,18
182.5,186.5,d,20,1.0,4.0,0,3/8,20
186.0,192.0,d,23,0.0,6.0,1,3/8,23
191.5,198.5,a,26,1.0,7.0,0,3/8,26
198.0,203.0,b,31,0.0,5.0,1,3/8,31
203.5,209.5,a,0,1.0,6.0,0,3/8,0
209.5,215.5,b,4,1.0,6.0,0,3/8,4
215.5,221.5,a,8,1.0,6.0,0,3/8,8
221.5,227.0,b,12,1.0,5.5,0,3/8,12
227.5,230.5,c,16,1.0,3.0,0,3/8,16
230.5,233.5,c,18,1.0,3.0,0,3/8,18
233.5,238.0,d,20,1.0,4.5,0,3/8,20
238.0,241.0,d,23,1.0,3.0,0,3/8,23
241.0,248.5,a,25,1.0,7.5,0,3/8,25
248.5,254.0,b,30,1.0,5.5,0,3/8,30
254.5,260.5,a,0,1.0,6.0,0,3/8,0
260.5,266.5,b,4,1.0,6.0,0,3/8,4
266.5,272.5,a,8,1.0,6.0,0,3/8,8
272.5,278.0,b,12,1.0,5.5,0,3/8,12
278.5,282.0,c,16,1.0,3.5,0,3/8,16
282.0,285.0,c,19,0.0,3.0,0,3/8,19
285.0,288.0,d,21,0.0,3.0,0,3/8,21
288.0,294.0,d,23,0.0,6.0,0,3/8,23
294.0,299.5,a,27,0.0,5.5,0,3/8,27
299.5,304.5,b,30,1.0,5.0,0,3/8,30
304.5,311.0,a,34,0.0,6.5,0,3/8,34
312.0,317.0,b,39,0.0,5.0,0,3/8,39
