start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,4,a,0,2,5,0,3/4,0
5,10,a,2,2,5,0,3/4,2
11,16,a,4,2,5,0,3/4,4
17,22,a,6,2,5,0,3/4,6
23,31,b,8,2,8,0,3/4,8
29,37,b,10,2,8,1,3/4,10
35,47,b,12,2,12,0,3/4,12
47,51,a,16,2,4,0,3/4,16
51,59,c,18,0,8,0,3/4,18
59,63,a,20,2,4,0,3/4,20
63,70,c,22,0,7,0,3/4,22
71,83,d,24,2,12,0,3/4,24
83,91,e,28,2,8,0,3/4,28
92,94,g,31,2,2,0,3/4,31
95,103,e,32,2,8,0,3/4,32
104,106,g,35,2,2,0,3/4,35
107,119,e,36,2,12,0,3/4,36
119,128,d,40,2,9,0,3/4,40
125,135,a,42,2,10,1,3/4,42
138,140,g,47,0,2,0,3/4,47
141,143,g,48,0,2,0,3/4,48
144,146,g,49,0,2,0,3/4,49
147,149,g,50,0,2,0,3/4,50
162,180,h,55,0,18,0,3/4,55
180,199,h,61,0,19,0,3/4,61
198,204,f,67,0,6,1,3/4,67
201,211,i,68,0,10,0,3/4,68
210,216,f,71,0,6,1,3/4,71
213,222,i,72,0,9,0,3/4,72
224,228,i,75,2,4,0,3/4,75
230,235,i,77,2,5,0,3/4,77
251,256,a,84,2,5,0,3/4,84
257,262,a,86,2,5,0,3/4,86
263,268,a,88,2,5,0,3/4,88
269,273,a,90,2,4,0,3/4,90
273,276,a,92,0,3,0,3/4,92
276,279,a,93,0,3,0,3/4,93
279,282,a,94,0,3,0,3/4,94
282,285,a,95,0,3,0,3/4,95
285,288,a,96,0,3,0,3/4,96
288,291,a,97,0,3,0,3/4,97
291,294,a,98,0,3,0,3/4,98
294,297,a,99,0,3,0,3/4,99
298,301,a,100,1,3,0,3/4,100
301,304,a,101,1,3,0,3/4,101
304,307,a,102,1,3,0,3/4,102
306,309,g,103,0,3,1,3/4,103
309,312,g,104,0,3,0,3/4,104
312,315,g,105,0,3,0,3/4,105
315,318,g,106,0,3,0,3/4,106
318,321,g,107,0,3,0,3/4,107
326,334,b,109,2,8,0,3/4,109
332,338,b,111,2,6,1,3/4,111
338,346,b,113,2,8,1,3/4,113
344,352,b,115,2,8,0,3/4,115
350,357,b,117,2,7,1,3/4,117
357,369,b,120,0,12,0,3/4,120
369,387,b,124,0,18,0,3/4,124
393,395,a,132,0,2,0,3/4,132
394,396,a,132,1,2,1,3/4,132
396,399,a,133,0,3,0,3/4,133
397,400,a,133,1,3,1,3/4,133
399,404,a,134,0,5,0,3/4,134
401,406,a,134,2,5,1,3/4,134
405,410,a,136,0,5,0,3/4,136
408,413,a,137,0,5,1,3/4,137
411,415,a,138,0,4,0,3/4,138
414,418,a,139,0,4,1,3/4,139
418,421,a,140,1,3,0,3/4,140
419,422,a,140,2,3,1,3/4,140
421,423,a,141,1,2,0,3/4,141
422,424,a,141,2,2,1,3/4,141
423,425,a,142,0,2,0,3/4,142
424,426,a,142,1,2,1,3/4,142
425,427,a,142,2,2,0,3/4,142
426,429,a,143,0,3,1,3/4,143
428,433,a,143,2,5,0,3/4,143
434,439,a,145,2,5,0,3/4,145
440,445,a,147,2,5,0,3/4,147
446,451,a,149,2,5,0,3/4,149
452,460,b,151,2,8,0,3/4,151
458,466,b,153,2,8,1,3/4,153
464,476,b,155,2,12,0,3/4,155
476,480,a,159,2,4,0,3/4,159
480,488,c,161,0,8,0,3/4,161
488,492,a,163,2,4,0,3/4,163
492,499,c,165,0,7,0,3/4,165
500,512,d,167,2,12,0,3/4,167
512,520,e,171,2,8,0,3/4,171
521,523,g,174,2,2,0,3/4,174
524,532,e,175,2,8,0,3/4,175
533,535,g,178,2,2,0,3/4,178
536,543,e,179,2,7,0,3/4,179
542,554,d,181,2,12,1,3/4,181
554,564,a,185,2,10,0,3/4,185
567,569,g,190,0,2,0,3/4,190
570,572,g,191,0,2,0,3/4,191
573,575,g,192,0,2,0,3/4,192
576,578,g,193,0,2,0,3/4,193
591,610,h,198,0,19,0,3/4,198
609,628,h,204,0,19,1,3/4,204
627,633,f,210,0,6,0,3/4,210
630,640,i,211,0,10,1,3/4,211
639,645,f,214,0,6,0,3/4,214
642,651,i,215,0,9,1,3/4,215
653,657,i,218,2,4,0,3/4,218
659,664,i,220,2,5,0,3/4,220
665,669,i,222,2,4,0,3/4,222
671,675,i,224,2,4,0,3/4,224
677,682,i,226,2,5,0,3/4,226
683,687,i,228,2,4,0,3/4,228
689,692,i,230,2,3,0,3/4,230
692,697,a,231,2,5,0,3/4,231
698,703,a,233,2,5,0,3/4,233
704,709,a,235,2,5,0,3/4,235
710,714,a,237,2,4,0,3/4,237
714,722,c,239,0,8,0,3/4,239
722,726,a,241,2,4,0,3/4,241
726,733,c,243,0,7,0,3/4,243
