start,end,type,measure,start_beat,duration,track,TS,measure_score
0,8,a,1,0,8,0,4/4,1
8,16,a,3,0,8,0,4/4,3
16,19,b,5,0,3,0,4/4,5
18,21,b,5,2,3,1,4/4,5
20,23,b,6,0,3,0,4/4,6
22,25,b,6,2,3,1,4/4,6
24,28,k,7,0,4,0,4/4,7
28,34,k,8,0,6,1,4/4,8
33,42,c,9,1,9,0,4/4,9
41,48,c,11,1,7,1,4/4,11
48,64,a,13,0,16,0,4/4,13
62,70,d,16,2,8,1,4/4,16
66,70,l,17,2,4,0,4/4,17
70,81,d,18,2,11,1,4/4,18
74,78,l,19,2,4,0,4/4,19
78,81,l,20,2,3,0,4/4,20
86,90,e,22,2,4,0,4/4,22
88,102,j,23,0,14,1,4/4,23
102,106,e,26,2,4,0,4/4,26
104,118,j,27,0,14,1,4/4,27
118,122,e,30,2,4,0,4/4,30
120,134,j,31,0,14,1,4/4,31
122,125,e,31,2,3,0,4/4,31
126,134,e,32,2,8,0,4/4,32
134,138,e,34,2,4,0,4/4,34
136,150,j,35,0,14,1,4/4,35
138,141,e,35,2,3,0,4/4,35
142,150,e,36,2,8,0,4/4,36
151,167,f,38,3,16,0,4/4,38
167,181,f,42,3,14,0,4/4,42
181,185,g,46,1,4,0,4/4,46
185,189,g,47,1,4,0,4/4,47
189,193,g,48,1,4,0,4/4,48
193,197,g,49,1,4,0,4/4,49
197,204,h,50,1,7,0,4/4,50
205,218,h,52,1,13,0,4/4,52
224,240,a,57,0,16,1,4/4,57
240,248,a,61,0,8,0,4/4,1
248,256,a,63,0,8,0,4/4,3
256,259,b,65,0,3,0,4/4,5
258,261,b,65,2,3,1,4/4,5
260,263,b,66,0,3,0,4/4,6
262,265,b,66,2,3,1,4/4,6
264,268,k,67,0,4,0,4/4,7
268,274,k,68,0,6,1,4/4,8
273,282,c,69,1,9,0,4/4,9
281,288,c,71,1,7,1,4/4,11
288,304,a,73,0,16,0,4/4,13
302,310,d,76,2,8,1,4/4,16
306,310,l,77,2,4,0,4/4,17
310,321,d,78,2,11,1,4/4,18
314,318,l,79,2,4,0,4/4,19
318,321,l,80,2,3,0,4/4,20
326,330,e,82,2,4,0,4/4,22
328,342,j,83,0,14,1,4/4,23
342,346,e,86,2,4,0,4/4,26
344,358,j,87,0,14,1,4/4,27
358,362,e,90,2,4,0,4/4,30
360,374,j,91,0,14,1,4/4,31
362,365,e,91,2,3,0,4/4,31
366,374,e,92,2,8,0,4/4,32
374,378,e,94,2,4,0,4/4,34
376,390,j,95,0,14,1,4/4,35
378,381,e,95,2,3,0,4/4,35
382,390,e,96,2,8,0,4/4,36
391,407,f,98,3,16,0,4/4,38
407,421,f,102,3,14,0,4/4,42
421,425,g,106,1,4,0,4/4,46
425,429,g,107,1,4,0,4/4,47
429,433,g,108,1,4,0,4/4,48
433,437,g,109,1,4,0,4/4,49
437,444,h,110,1,7,0,4/4,50
445,458,h,112,1,13,0,4/4,52
464,480,a,117,0,16,1,4/4,57
480,499,a,121,0,19,0,4/4,61
496,504,i,125,0,8,1,4/4,65
504,512,i,127,0,8,0,4/4,67
512,520,i,129,0,8,0,4/4,69
520,528,i,131,0,8,0,4/4,71
528,536,i,133,0,8,0,4/4,73
536,544,i,135,0,8,0,4/4,75
544,552,i,137,0,8,0,4/4,77
552,561,i,139,0,9,0,4/4,79
560,568,a,141,0,8,1,4/4,81
568,576,a,143,0,8,0,4/4,83
576,584,a,145,0,8,0,4/4,85
584,600,a,147,0,16,0,4/4,87
600,608,a,151,0,8,0,4/4,91
608,616,a,153,0,8,0,4/4,93
616,619,b,155,0,3,0,4/4,95
618,621,b,155,2,3,1,4/4,95
620,623,b,156,0,3,0,4/4,96
622,625,b,156,2,3,1,4/4,96
624,628,k,157,0,4,0,4/4,97
628,634,k,158,0,6,1,4/4,98
633,642,c,159,1,9,0,4/4,99
641,648,c,161,1,7,1,4/4,101
648,664,a,163,0,16,0,4/4,103
666,674,d,167,2,8,0,4/4,107
670,674,l,168,2,4,1,4/4,108
674,685,d,169,2,11,0,4/4,109
678,682,l,170,2,4,1,4/4,110
682,685,l,171,2,3,1,4/4,111
690,694,e,173,2,4,0,4/4,113
692,706,j,174,0,14,1,4/4,114
706,710,e,177,2,4,0,4/4,117
708,722,j,178,0,14,1,4/4,118
722,726,e,181,2,4,0,4/4,121
724,738,j,182,0,14,1,4/4,122
726,729,e,182,2,3,0,4/4,122
730,738,e,183,2,8,0,4/4,123
738,742,e,185,2,4,0,4/4,125
740,754,j,186,0,14,1,4/4,126
742,745,e,186,2,3,0,4/4,126
746,754,e,187,2,8,0,4/4,127
755,771,f,189,3,16,0,4/4,129
771,785,f,193,3,14,0,4/4,133
785,789,g,197,1,4,0,4/4,137
789,793,g,198,1,4,0,4/4,138
793,797,g,199,1,4,0,4/4,139
797,801,g,200,1,4,0,4/4,140
801,808,h,201,1,7,0,4/4,141
809,822,h,203,1,13,0,4/4,143
828,842,a,208,0,14,1,4/4,148
856,864,a,215,0,8,0,4/4,155
864,872,a,217,0,8,0,4/4,157
