start,end,type,measure,start_beat,duration,track,TS,measure_score
0,4,a,1,0,4,0,2/4,1
3,5,b,2,1,2,1,2/4,2
4,6,b,3,0,2,0,2/4,3
5,8,b,3,1,3,1,2/4,3
7,12,b,4,1,5,0,2/4,4
12,16,a,7,0,4,0,2/4,7
15,17,b,8,1,2,1,2/4,8
16,18,b,9,0,2,0,2/4,9
17,20,b,9,1,3,1,2/4,9
19,23,b,10,1,4,0,2/4,10
32,37,c,17,0,5,0,2/2,17
37,39,c,18,1,2,0,2/2,18
39,42,c,18,3,3,0,2/2,18
40,49,d,19,0,9,1,2/2,19
48,55,g,21,0,7,0,2/2,21
55,65,d,22,3,10,1,2/2,22
64,71,g,25,0,7,0,2/2,25
71,81,d,26,3,10,1,2/2,26
80,86,e,29,0,6,0,2/2,29
86,89,e,30,2,3,0,2/2,30
90,93,e,31,2,3,0,2/2,31
93,101,e,32,1,8,0,2/2,32
104,112,a,35,0,8,0,2/2,35
112,120,a,37,0,8,0,2/2,37
129,132,c,41,1,3,0,2/2,41
131,133,c,41,3,2,0,2/2,41
133,135,c,42,1,2,0,2/2,42
135,137,c,42,3,2,0,2/2,42
145,148,c,45,1,3,0,2/2,45
147,149,c,45,3,2,0,2/2,45
149,151,c,46,1,2,0,2/2,46
151,155,a,46,3,4,0,2/2,46
155,159,a,47,3,4,0,2/2,47
159,164,a,48,3,5,0,2/2,48
164,174,a,50,0,10,1,2/2,50
172,184,d,52,0,12,0,2/2,52
180,190,a,54,0,10,1,2/2,54
188,199,d,56,0,11,0,2/2,56
196,201,h,58,0,5,1,2/2,58
204,209,h,60,0,5,0,2/2,60
212,217,h,62,0,5,0,2/2,62
212,216,h,62,0,4,2,2/2,62
216,221,h,63,0,5,1,2/2,63
216,220,h,63,0,4,2,2/2,63
220,225,h,64,0,5,0,2/2,64
220,224,h,64,0,4,2,2/2,64
224,229,h,65,0,5,1,2/2,65
224,228,h,65,0,4,2,2/2,65
244,249,c,70,0,5,0,2/2,17
249,251,c,71,1,2,0,2/2,18
251,254,c,71,3,3,0,2/2,18
252,261,d,72,0,9,1,2/2,19
260,267,g,74,0,7,0,2/2,21
267,277,d,75,3,10,1,2/2,22
276,283,g,78,0,7,0,2/2,25
283,293,d,79,3,10,1,2/2,26
292,298,e,82,0,6,0,2/2,29
298,301,e,83,2,3,0,2/2,30
302,305,e,84,2,3,0,2/2,31
305,313,e,85,1,8,0,2/2,32
316,324,a,88,0,8,0,2/2,35
324,332,a,90,0,8,0,2/2,37
