start,end,type,measure,start_beat,duration,track,TS,measure_score
-1,4,a,1,-1,5,1,4/4,1
0,5,a,1,0,5,0,4/4,1
7,12,a,2,3,5,1,4/4,2
8,13,a,3,0,5,0,4/4,3
15,20,a,4,3,5,1,4/4,4
16,21,a,5,0,5,0,4/4,5
20,25,a,6,0,5,1,4/4,6
24,29,a,7,0,5,0,4/4,7
28,33,a,8,0,5,1,4/4,8
32,37,a,9,0,5,0,4/4,9
36,41,a,10,0,5,1,4/4,10
43,50,b,11,3,7,0,4/4,11
51,58,b,13,3,7,0,4/4,13
71,73,b,18,3,2,0,4/4,18
75,80,b,19,3,5,0,4/4,19
79,84,b,20,3,5,1,4/4,20
83,88,c,21,3,5,0,4/4,21
87,92,c,22,3,5,1,4/4,22
112,116,b,29,0,4,0,4/4,29
115,120,c,29,3,5,1,4/4,29
119,124,c,30,3,5,0,4/4,30
123,135,c,31,3,12,1,4/4,31
138,142,b,35,2,4,0,4/4,35
141,146,c,36,1,5,2,4/4,36
142,146,d,36,2,4,1,4/4,36
145,150,c,37,1,5,0,4/4,37
146,152,d,37,2,6,1,4/4,37
149,154,c,38,1,5,2,4/4,38
152,155,b,39,0,3,1,4/4,39
155,160,c,39,3,5,1,4/4,39
156,160,d,40,0,4,0,4/4,40
159,164,c,40,3,5,2,4/4,40
160,164,d,41,0,4,0,4/4,41
163,168,c,41,3,5,1,4/4,41
164,168,d,42,0,4,0,4/4,42
167,171,c,42,3,4,2,4/4,42
170,174,b,43,2,4,0,4/4,43
173,178,c,44,1,5,2,4/4,44
174,178,d,44,2,4,1,4/4,44
177,182,c,45,1,5,0,4/4,45
178,182,d,45,2,4,1,4/4,45
181,186,c,46,1,5,2,4/4,46
182,186,d,46,2,4,1,4/4,46
185,190,c,47,1,5,0,4/4,47
197,207,e,50,1,10,0,4/4,50
206,214,e,52,2,8,1,4/4,52
215,218,e,54,3,3,0,4/4,54
228,232,b,58,0,4,0,4/4,58
232,236,b,59,0,4,0,4/4,59
236,242,b,60,0,6,0,4/4,60
242,246,b,61,2,4,0,4/4,61
246,250,b,62,2,4,0,4/4,62
250,255,b,63,2,5,0,4/4,63
275,277,b,69,3,2,0,4/4,18
279,284,b,70,3,5,0,4/4,19
283,288,b,71,3,5,1,4/4,20
287,292,c,72,3,5,0,4/4,21
291,296,c,73,3,5,1,4/4,22
316,320,b,80,0,4,0,4/4,29
319,324,c,80,3,5,1,4/4,29
323,328,c,81,3,5,0,4/4,30
327,339,c,82,3,12,1,4/4,31
342,346,b,86,2,4,0,4/4,35
345,350,c,87,1,5,2,4/4,36
346,350,d,87,2,4,1,4/4,36
349,354,c,88,1,5,0,4/4,37
350,356,d,88,2,6,1,4/4,37
353,358,c,89,1,5,2,4/4,38
356,359,b,90,0,3,1,4/4,39
359,364,c,90,3,5,1,4/4,39
360,364,d,91,0,4,0,4/4,40
363,368,c,91,3,5,2,4/4,40
364,368,d,92,0,4,0,4/4,41
367,372,c,92,3,5,1,4/4,41
368,372,d,93,0,4,0,4/4,42
371,375,c,93,3,4,2,4/4,42
374,378,b,94,2,4,0,4/4,43
377,382,c,95,1,5,2,4/4,44
378,382,d,95,2,4,1,4/4,44
381,386,c,96,1,5,0,4/4,45
382,386,d,96,2,4,1,4/4,45
385,390,c,97,1,5,2,4/4,46
386,390,d,97,2,4,1,4/4,46
389,394,c,98,1,5,0,4/4,47
401,411,e,101,1,10,0,4/4,50
410,418,e,103,2,8,1,4/4,52
419,422,e,105,3,3,0,4/4,54
432,436,b,109,0,4,0,4/4,58
436,440,b,110,0,4,0,4/4,59
440,446,b,111,0,6,0,4/4,60
446,450,b,112,2,4,0,4/4,61
450,454,b,113,2,4,0,4/4,62
454,459,b,114,2,5,0,4/4,63
484,486,b,122,0,2,0,4/4,71
489,494,b,123,1,5,0,4/4,72
494,498,b,124,2,4,0,4/4,73
498,504,b,125,2,6,0,4/4,74
504,510,b,127,0,6,0,4/4,76
506,510,b,127,2,4,2,4/4,76
509,513,c,128,1,4,1,4/4,77
512,518,b,129,0,6,2,4/4,78
514,518,b,129,2,4,0,4/4,78
517,522,c,130,1,5,1,4/4,79
522,526,b,131,2,4,0,4/4,80
525,529,c,132,1,4,1,4/4,81
544,548,b,137,0,4,0,4/4,86
548,552,b,138,0,4,0,4/4,87
552,556,b,139,0,4,0,4/4,88
556,560,b,140,0,4,0,4/4,89
560,564,b,141,0,4,0,4/4,90
563,568,c,141,3,5,1,4/4,90
567,572,b,142,3,5,0,4/4,91
571,576,c,143,3,5,1,4/4,92
575,580,c,144,3,5,0,4/4,93
579,584,c,145,3,5,1,4/4,94
583,588,c,146,3,5,0,4/4,95
588,592,c,148,0,4,0,4/4,97
599,604,b,150,3,5,0,4/4,99
603,608,c,151,3,5,2,4/4,100
604,608,d,152,0,4,1,4/4,101
607,612,c,152,3,5,0,4/4,101
608,612,d,153,0,4,1,4/4,102
611,616,c,153,3,5,2,4/4,102
612,616,d,154,0,4,1,4/4,103
615,620,c,154,3,5,0,4/4,103
618,622,b,155,2,4,1,4/4,104
621,626,c,156,1,5,0,4/4,105
622,626,d,156,2,4,2,4/4,105
625,630,c,157,1,5,1,4/4,106
626,630,d,157,2,4,2,4/4,106
632,636,b,159,0,4,0,4/4,108
635,640,c,159,3,5,1,4/4,108
639,644,c,160,3,5,0,4/4,109
643,648,c,161,3,5,1,4/4,110
647,652,c,162,3,5,0,4/4,111
651,658,c,163,3,7,1,4/4,112
665,675,e,167,1,10,0,4/4,116
674,682,e,169,2,8,1,4/4,118
683,686,e,171,3,3,0,4/4,120
687,693,e,172,3,6,0,4/4,121
696,706,e,175,0,10,0,4/4,124
708,712,e,178,0,4,0,4/4,127
712,716,e,179,0,4,0,4/4,128
716,720,e,180,0,4,0,4/4,129
720,724,e,181,0,4,0,4/4,130
724,728,e,182,0,4,0,4/4,131
740,744,b,186,0,4,0,4/4,135
744,748,b,187,0,4,0,4/4,136
748,754,b,188,0,6,0,4/4,137
754,758,b,189,2,4,0,4/4,138
758,762,b,190,2,4,0,4/4,139
762,767,b,191,2,5,0,4/4,140
785,790,b,197,1,5,0,4/4,146
789,794,b,198,1,5,1,4/4,147
793,798,b,199,1,5,0,4/4,148
800,803,c,201,0,3,0,4/4,150
804,807,c,202,0,3,0,4/4,151
812,815,c,204,0,3,0,4/4,153
820,823,c,206,0,3,0,4/4,155
