-0.5,41,49,0.5,1,0,
-0.5,48,53,0.5,1,0,
-0.5,53,56,0.5,1,0,
-0.5,57,58,0.5,0,0,
-0.5,60,60,0.5,0,0,
-0.5,65,63,0.5,0,0,
-0.5,69,65,0.5,0,0,a
0.0,41,49,1,1,1,
0.0,48,53,1,1,1,
0.0,53,56,1,1,1,
0.0,60,60,1,0,1,
0.0,65,63,1,0,1,
0.0,69,65,1,0,1,
0.0,72,67,1,0,1,a
1.5,72,67,0.166666667,0,1,a
1.6666666669999999,71,66,0.166666667,0,1,a
1.8333333330000001,74,68,0.166666667,0,1,a
2.0,72,67,1,0,2,a
3.5,41,49,0.5,1,2,
3.5,48,53,0.5,1,2,
3.5,53,56,0.5,1,2,
3.5,60,60,0.5,0,2,
3.5,65,63,0.5,0,2,
3.5,69,65,0.5,0,2,a
4.0,40,48,1,1,3,
4.0,48,53,1,1,3,
4.0,52,55,1,1,3,
4.0,60,60,1,0,3,
4.0,67,64,1,0,3,
4.0,70,66,1,0,3,a
5.5,70,66,0.166666667,0,3,a
5.666666667,69,65,0.166666667,0,3,a
5.833333333,72,67,0.166666667,0,3,a
6.0,70,66,1,0,4,a
7.5,70,66,0.5,0,4,c
8.0,53,56,1,1,5,
8.0,57,58,1,1,5,
8.0,60,60,1,1,5,
8.0,69,65,0.0.375,0,5,c
8.375,72,67,0.125,0,5,c
8.5,77,70,1,0,5,c
9.0,55,57,1,1,5,
9.0,58,59,1,1,5,
9.0,60,60,1,1,5,
9.5,76,69,0.5,0,5,c
10.0,57,58,1,1,6,
10.0,60,60,1,1,6,
10.0,65,63,1,1,6,
10.0,77,70,0.5,0,6,c
10.5,81,72,1,0,6,c
11.0,58,59,1,1,6,
11.0,62,61,1,1,6,
11.0,65,63,1,1,6,
11.0,67,64,1,1,6,
11.5,79,71,1,0,6,c
12.0,60,60,1,1,7,
12.0,65,63,1,1,7,
12.0,69,65,1,1,7,
12.5,81,72,1,0,7,c
13.0,63,62,1,1,7,
13.0,65,63,1,1,7,
13.0,69,65,1,1,7,
13.0,72,67,1,1,7,
13.5,82,73,0.25,0,7,c
13.75,84,74,0.25,0,7,c
14.0,62,61,1,1,8,
14.0,65,63,1,1,8,
14.0,70,66,1,1,8,
14.0,84,74,0.5,0,8,c
14.5,82,73,0.5,0,8,c
16.0,62,61,1,1,9,
16.0,65,63,1,1,9,
16.0,70,66,1,1,9,
16.0,82,73,0.5,0,9,c
16.5,81,72,0,0,9,
16.5,82,73,0,0,9,
16.5,86,75,1,0,9,c
17.0,64,62,1,1,9,
17.0,67,64,1,1,9,
17.0,72,67,1,1,9,
17.5,84,74,0.25,0,9,c
17.75,82,73,0.25,0,9,c
18.0,65,63,1,1,10,
18.0,69,65,1,1,10,
18.0,72,67,1,1,10,
18.0,81,72,0,0,10,
18.0,82,73,0,0,10,
18.0,82,73,0.5,0,10,c
18.0,84,74,0,0,10,
18.5,81,72,0.875,0,10,c
19.0,58,59,1,1,10,
19.0,62,61,1,1,10,
19.0,67,64,1,1,10,
19.375,79,71,0.125,0,10,c
19.5,82,73,0.375,0,10,c
19.875,79,71,0.125,0,10,c
20.0,60,60,1,1,11,
20.0,65,63,1,1,11,
20.0,69,65,1,1,11,
20.0,79,71,0.5,0,11,c
20.5,77,70,0.875,0,11,c
21.0,60,60,1,1,11,
21.0,67,64,1,1,11,
21.0,70,66,1,1,11,
21.375,76,69,0.125,0,11,c
21.5,79,71,0.375,0,11,c
21.875,76,69,0.125,0,11,c
22.0,65,63,1,1,12,
22.0,69,65,1,1,12,
22.0,77,70,1,0,12,c
23.5,41,49,0.5,1,12,
23.5,48,53,0.5,1,12,
23.5,53,56,0.5,1,12,
23.5,57,58,0.5,0,12,
23.5,60,60,0.5,0,12,
23.5,65,63,0.5,0,12,
23.5,69,65,0.5,0,12,a
24.0,41,49,1,1,13,
24.0,48,53,1,1,13,
24.0,53,56,1,1,13,
24.0,60,60,1,0,13,
24.0,65,63,1,0,13,
24.0,69,65,1,0,13,
24.0,72,67,1,0,13,a
25.5,72,67,0.166666667,0,13,a
25.66666667,71,66,0.166666667,0,13,a
25.83333333,74,68,0.166666667,0,13,a
26.0,72,67,1,0,14,a
27.5,41,49,0.5,1,14,
27.5,48,53,0.5,1,14,
27.5,51,54,0.5,1,14,
27.5,57,58,0.5,0,14,
27.5,60,60,0.5,0,14,
27.5,63,61,0.5,0,14,
27.5,69,65,0.5,0,14,a
28.0,41,49,1,1,15,
28.0,48,53,1,1,15,
28.0,51,54,1,1,15,
28.0,60,60,1,0,15,
28.0,63,61,1,0,15,
28.0,69,65,1,0,15,
28.0,72,67,1,0,15,a
29.5,72,67,0.166666667,0,15,a
29.66666667,71,66,0.166666667,0,15,a
29.83333333,74,68,0.166666667,0,15,a
30.0,72,67,1,0,16,a
31.5,53,56,0.5,1,16,
31.5,57,58,0.166666667,1,16,
31.5,63,61,0.5,0,16,
31.5,72,67,0.166666667,0,16,a
31.66666667,59,59,0.166666667,1,16,
31.66666667,71,66,0.166666667,0,16,a
31.83333333,60,60,0.166666667,1,16,
31.83333333,69,65,0.166666667,0,16,a
32.0,52,55,0.5,1,17,
32.0,56,57,0.5,1,17,
32.0,64,62,0.5,0,17,
32.0,76,69,0.5,0,17,a
32.5,53,56,0.5,1,17,
32.5,57,58,0.166666667,1,17,
32.5,63,61,0.5,0,17,
32.5,72,67,0.166666667,0,17,a
32.66666667,59,59,0.166666667,1,17,
32.66666667,71,66,0.166666667,0,17,a
32.83333333,60,60,0.166666667,1,17,
32.83333333,69,65,0.166666667,0,17,a
33.0,52,55,0.5,1,17,
33.0,56,57,0.5,1,17,
33.0,64,62,0.5,0,17,
33.0,76,69,0.5,0,17,a
33.5,53,56,0.5,1,17,
33.5,57,58,0.166666667,1,17,
33.5,63,61,0.5,0,17,
