onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,68,64,1.0,0,0,
-1.0,68,64,0.25,0,0,a
-0.75,71,66,0.75,0,0,a
-0.5,52,55,0.25,1,0,
-0.25,59,59,0.25,1,0,
0.0,71,66,1.0,0,1,
0.0,71,66,0.25,0,1,a
0.25,66,63,0.75,0,1,a
0.5,63,61,0.25,1,1,
0.75,51,54,0.25,1,1,
1.0,64,62,1.0,0,1,
1.0,64,62,0.25,0,1,a
1.25,68,64,0.75,0,1,a
1.5,49,53,0.25,1,1,
1.75,56,57,0.25,1,1,
2.0,68,64,1.0,0,2,
2.0,68,64,0.25,0,2,a
2.25,63,61,0.75,0,2,a
2.5,59,59,0.25,1,2,
2.75,47,52,0.25,1,2,
3.0,61,60,1.0,0,2,
3.0,61,60,0.25,0,2,a
3.25,64,62,0.75,0,2,a
3.5,45,51,0.25,1,2,
3.75,52,55,0.25,1,2,
4.0,64,62,1.0,0,3,
4.0,64,62,0.25,0,3,a
4.25,59,59,0.75,0,3,a
4.5,56,57,0.25,1,3,
4.75,44,50,0.25,1,3,
5.0,57,58,0.25,0,3,
5.0,63,61,1.0,0,3,
5.0,66,63,1.0,0,3,a
5.25,59,59,0.75,0,3,
5.5,35,45,0.25,1,3,
5.75,47,52,0.25,1,3,
6.0,56,57,0.25,0,4,
6.0,64,62,1.0,0,4,
6.0,68,64,1.0,0,4,a
6.25,59,59,0.75,0,4,
6.5,52,55,0.25,1,4,
6.75,40,48,0.25,1,4,
7.0,68,64,1.0,0,4,
7.0,68,64,0.25,0,4,a
7.25,71,66,0.75,0,4,a
7.5,52,55,0.25,1,4,
7.75,59,59,0.25,1,4,
8.0,71,66,1.0,0,5,
8.0,71,66,0.25,0,5,a
8.25,66,63,0.75,0,5,a
8.5,63,61,0.25,1,5,
8.75,51,54,0.25,1,5,
9.0,64,62,1.0,0,5,
9.0,70,65,0.25,0,5,a
9.25,76,69,0.75,0,5,a
9.5,49,53,0.25,1,5,
9.75,54,56,0.25,1,5,
10.0,63,61,1.0,0,6,
10.0,75,68,0.25,0,6,a
10.25,71,66,0.75,0,6,a
10.5,59,59,0.25,1,6,
10.75,47,52,0.25,1,6,
11.0,71,66,1.0,0,6,
11.0,71,66,0.25,0,6,a
11.25,75,68,0.75,0,6,a
11.5,54,56,0.25,1,6,
11.75,66,63,0.25,1,6,
12.0,76,69,1.0,0,6,
12.0,76,69,0.25,0,6,a
12.25,71,66,0.75,0,7,a
12.5,68,64,0.25,1,7,
12.75,56,57,0.25,1,7,
13.0,68,64,0.25,0,7,
13.0,71,66,1.0,0,7,a
13.25,80,71,0.75,0,7,a
13.5,52,55,0.25,1,7,
13.75,64,62,0.25,1,7,
14.0,78,70,1.0,0,7,
14.0,78,70,0.25,0,7,a
14.25,71,66,0.75,0,8,
14.25,75,68,0.75,0,8,a
14.5,66,63,0.25,1,8,
14.75,54,56,0.25,1,8,
15.0,70,65,1.0,0,8,
15.0,73,67,0.25,0,8,a
15.25,82,72,0.75,0,8,a
15.5,42,49,0.25,1,8,
15.75,54,56,0.25,1,8,
16.0,69,65,1.5,0,9,
16.0,72,66,1.0,0,9,
16.0,75,68,1.0,0,9,
16.0,78,70,1.0,0,9,
16.0,81,72,1.0,0,9,b
16.5,54,56,0.5,1,9,
16.5,57,58,0.5,1,9,
16.5,60,59,0.25,1,9,
16.5,63,61,0.25,1,9,
16.75,64,62,0.25,1,9,
17.0,66,63,0.125,1,9,
17.25,68,64,0.25,1,9,
17.5,60,59,0.5,1,9,
17.5,63,61,0.5,1,9,
17.5,69,65,0.5,1,9,
17.5,80,71,0.125,0,9,b
17.75,78,70,0.125,0,9,b
18.0,61,60,0.25,1,9,
18.0,64,62,0.25,1,9,
18.0,68,64,0.25,1,9,
18.0,73,67,0.25,0,9,
18.0,76,69,0.25,0,9,b
18.25,66,63,0.25,1,9,
18.25,69,65,0.25,1,9,
18.25,72,66,0.25,0,9,
18.25,75,68,0.25,0,9,b
18.5,64,62,0.25,1,9,
18.5,68,64,0.125,1,9,
18.5,73,67,0.125,0,9,
18.5,76,69,0.125,0,9,b
18.75,63,61,0.25,1,9,
18.75,66,63,0.25,1,9,
18.75,68,64,0.125,0,9,
18.75,72,66,0.125,0,9,
18.75,78,70,0.125,0,9,b
19.0,79,70,0.5,0,10,b
19.25,52,55,0.75,1,10,
19.5,56,57,0.5,1,10,
19.5,61,60,0.25,1,10,
19.5,68,64,1.0,0,10,
19.5,73,67,0.5,0,10,
19.5,76,69,0.5,0,10,
19.5,80,71,0.5,0,10,b
19.75,63,61,0.25,1,10,
20.5,73,67,0.5,0,10,
20.5,78,70,0.25,0,10,b
20.75,76,69,0.125,0,10,b
21.0,59,59,0.25,1,10,
21.0,63,61,0.25,1,10,
21.0,64,62,0.125,1,10,
21.0,66,63,0.25,0,10,
21.0,75,68,0.25,0,10,b
21.25,58,58,0.25,1,10,
21.25,61,60,0.25,1,10,
21.25,64,62,0.25,0,10,
21.25,66,63,0.25,0,10,
21.25,66,63,0.25,1,10,
21.25,73,67,0.25,0,10,b
21.5,58,58,0.5,1,10,
21.5,59,59,0.125,1,10,
21.5,63,61,0.125,0,10,
21.5,66,63,0.125,0,10,
21.5,67,64,0.5,1,10,
21.5,75,68,0.125,0,10,b
21.75,56,57,0.125,1,10,
21.75,59,59,0.125,1,10,
21.75,64,62,0.125,1,10,
21.75,71,66,0.125,0,10,
21.75,76,69,0.125,0,10,b
22.0,51,54,0.5,1,11,
22.0,59,59,0.5,1,11,
22.0,78,70,0.25,0,11,
22.25,71,66,0.25,0,11,
22.5,56,57,0.5,1,11,
22.5,59,59,0.5,1,11,
22.5,78,70,0.25,0,11,
22.75,76,69,0.25,0,11,
23.0,54,56,0.5,1,11,
23.0,59,59,0.5,1,11,
23.0,75,68,1.0,0,11,
23.5,54,56,0.5,1,11,
23.5,59,59,0.5,1,11,
23.5,63,61,0.5,1,11,
24.0,54,56,0.5,1,11,
24.0,58,58,0.5,1,11,
24.0,61,60,0.5,1,11,
24.0,73,67,0.1,0,11,
24.1,75,68,0.1,0,11,
24.2,73,67,0.1,0,11,
24.3,72,66,0.1,0,11,
24.4,73,67,0.1,0,11,
24.5,54,56,0.5,1,11,
24.5,57,58,0.5,1,11,
24.5,60,59,0.5,1,11,
24.5,63,61,0.5,1,11,
24.5,75,68,0.08333,0,11,
24.58333,76,69,0.08333,0,11,
24.66667,77,69,0.08333,0,11,
24.75,78,70,0.08333,0,11,
24.83333,79,70,0.08333,0,11,
24.91667,80,71,0.08333,0,11,
25.0,30,42,2.5,1,12,
25.0,42,49,2.0,1,12,
25.0,81,72,0.125,0,12,
25.125,93,79,0.125,0,12,
25.25,87,75,0.125,0,12,
25.375,84,73,0.125,0,12,
25.5,81,72,0.125,0,12,
25.625,75,68,0.125,0,12,
25.75,72,66,0.125,0,12,
25.875,69,65,0.125,0,12,
26.0,63,61,0.125,0,12,
26.125,60,59,0.125,0,12,
26.25,57,58,0.125,0,12,
26.375,51,54,0.125,0,12,
26.5,48,52,0.08333,1,12,
26.58333,45,51,0.08333,1,12,
26.66667,48,52,0.08333,1,12,
26.75,51,54,0.08333,1,12,
26.83333,57,58,0.08333,1,12,
26.91667,60,59,0.08333,1,12,
27.0,63,61,0.058329999999999986,0,12,
27.05833,69,65,0.058329999999999986,0,12,
27.125,72,66,0.058329999999999986,0,12,
27.18333,75,68,0.058329999999999986,0,12,
27.25,81,72,0.058329999999999986,0,12,
27.30833,84,73,0.058329999999999986,0,12,
27.375,87,75,0.058329999999999986,0,12,
27.43333,93,79,0.058329999999999986,0,12,
27.5,29,41,0.25,1,12,
27.5,41,48,0.25,1,12,
27.5,80,71,0.25,0,12,
27.5,92,78,0.25,0,12,
27.75,27,40,0.25,1,12,
27.75,39,47,0.25,1,12,
27.75,79,70,0.25,0,12,
27.75,91,77,0.25,0,12,
28.0,27,40,1.0,1,13,
28.0,39,47,1.0,1,13,
28.0,91,77,0.08333,0,13,
28.08333,87,75,0.08333,0,13,
28.16667,82,72,0.08333,0,13,
28.25,79,70,0.08333,0,13,
28.33333,75,68,0.08333,0,13,
28.41667,70,65,0.08333,0,13,
28.5,67,63,0.08333,0,13,
28.58333,63,61,0.08333,0,13,
28.66667,58,58,0.08333,0,13,
28.75,55,56,0.08333,1,13,
28.83333,51,54,0.08333,1,13,
28.91667,46,51,0.08333,1,13,
29.0,39,47,0.058329999999999986,1,13,
29.05833,43,49,0.058329999999999986,1,13,
29.125,46,51,0.058329999999999986,1,13,
29.18333,51,54,0.058329999999999986,1,13,
29.25,55,56,0.058329999999999986,1,13,
29.30833,58,58,0.058329999999999986,1,13,
29.375,63,61,0.058329999999999986,1,13,
29.43333,67,63,0.058329999999999986,1,13,
29.5,51,54,0.058329999999999986,1,13,
29.55833,55,56,0.058329999999999986,1,13,
29.625,58,58,0.058329999999999986,1,13,
29.68333,63,61,0.058329999999999986,1,13,
29.75,67,63,0.058329999999999986,0,13,
29.80833,70,65,0.058329999999999986,0,13,
29.875,75,68,0.058329999999999986,0,13,
29.93333,79,71,0.058329999999999986,0,13,
30.0,63,61,0.058329999999999986,1,13,
30.05833,67,63,0.058329999999999986,1,13,
30.125,70,65,0.058329999999999986,1,13,
30.18333,75,68,0.058329999999999986,1,13,
30.25,79,70,0.058329999999999986,0,13,
30.30833,82,72,0.058329999999999986,0,13,
30.375,87,75,0.058329999999999986,0,13,
30.43333,91,78,0.058329999999999986,0,13,
30.5,39,47,0.5,1,13,
30.5,46,51,0.25,1,13,
30.5,51,54,0.25,1,13,
30.5,79,70,0.25,0,13,
30.5,91,77,0.25,0,13,
30.75,47,52,0.25,1,13,
30.75,51,54,0.25,1,13,
30.75,78,70,0.25,0,13,
30.75,90,77,0.25,0,13,
31.0,39,47,0.25,1,14,
31.0,47,52,0.25,1,14,
31.0,51,54,0.25,1,14,
31.0,90,77,0.125,0,14,
31.125,83,73,0.125,0,14,
31.25,51,54,0.25,1,14,
31.25,59,59,0.25,1,14,
31.25,82,72,0.125,0,14,
31.375,83,73,0.125,0,14,
31.5,82,72,0.125,0,14,
31.625,83,73,0.125,0,14,
31.75,56,57,0.25,1,14,
31.75,59,59,0.25,1,14,
31.75,64,62,0.25,1,14,
31.75,90,77,0.125,0,14,
31.875,88,76,0.125,0,14,
32.0,87,75,0.125,0,14,
32.125,94,79,0.125,0,14,
32.25,54,56,0.25,1,14,
32.25,59,59,0.25,1,14,
32.25,63,61,0.25,1,14,
32.25,95,80,0.125,0,14,
32.375,94,79,0.125,0,14,
32.5,87,75,0.08333,1,14,
32.5,95,80,0.08333,0,14,
32.58333,85,74,0.08333,1,14,
32.58333,94,79,0.08333,0,14,
32.65833,82,72,0.08333,1,14,
32.65833,90,77,0.08333,0,14,
32.75,85,74,0.08333,1,14,
32.75,94,79,0.08333,0,14,
32.83333,83,73,0.08333,1,14,
32.83333,92,78,0.08333,0,14,
32.90833,80,71,0.08333,1,14,
32.90833,88,76,0.08333,0,14,
33.0,83,73,0.08333,1,14,
33.0,92,78,0.08333,0,14,
33.08333,82,72,0.08333,1,14,
33.08333,90,77,0.08333,0,14,
33.16667,78,70,0.08333,1,14,
33.16667,87,75,0.08333,0,14,
33.25,82,72,0.08333,1,14,
33.25,90,77,0.08333,0,14,
33.33333,80,71,0.08333,1,14,
33.33333,88,76,0.08333,0,14,
33.41667,76,69,0.08333,1,14,
