onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,40,48,4.5,1,1,
0.0,52,55,1.0,1,1,
0.0,64,62,0.5,0,1,
0.0,68,64,1.0,0,1,a
0.5,59,59,0.5,0,1,
1.0,51,54,0.5,1,1,
1.0,66,63,0.5,0,1,
1.0,69,65,0.5,0,1,a
1.5,50,54,1.0,1,1,
1.5,68,64,0.5,0,1,
1.5,71,66,1.0,0,1,a
2.0,64,62,0.5,0,1,
2.5,49,53,0.5,1,1,
2.5,69,65,1.0,0,1,
2.5,73,67,0.5,0,1,a
3.0,40,48,1.5,1,2,
3.0,47,52,1.5,1,2,
3.0,69,65,0.5,0,2,
3.0,76,69,1.0,0,2,a
3.5,66,63,0.5,0,2,
4.0,71,66,0.5,0,2,
4.0,74,68,0.5,0,2,a
4.5,40,48,1.0,1,2,
4.5,52,55,1.0,1,2,
4.5,68,64,1.0,0,2,
4.5,71,66,1.0,0,2,a
5.5,69,65,1.0,0,2,b
6.0,66,63,1.0,1,3,
6.0,69,65,0.5,0,3,
6.0,81,72,1.0,0,3,b
6.5,69,65,1.5,0,3,
7.0,64,62,0.5,1,3,
7.0,80,71,0.5,0,3,b
7.5,57,58,1.0,1,3,
7.5,62,61,1.0,1,3,
7.5,69,65,0.5,0,3,
7.5,78,70,1.0,0,3,b
8.0,69,65,1.5,0,3,
8.5,61,60,0.5,1,3,
8.5,76,69,0.5,0,3,b
9.0,49,53,1.0,1,4,
9.0,61,60,2.0,1,4,
9.0,69,65,0.5,0,4,
9.0,78,70,1.0,0,4,b
9.5,69,65,2.0,0,4,
10.0,50,54,0.5,1,4,
10.0,76,69,0.5,0,4,b
10.5,52,55,1.5,1,4,
10.5,61,60,0.5,1,4,
10.5,69,65,0.5,0,4,
10.5,76,69,0.5,0,4,b
11.0,57,58,0.5,1,4,
11.0,64,62,0.5,0,4,
11.0,73,67,0.5,0,4,b
11.5,56,57,0.5,1,4,
11.5,64,62,0.5,0,4,
11.5,71,66,0.5,0,4,b
12.0,40,48,4.0,1,5,
12.0,52,55,1.0,1,5,
12.0,64,62,0.5,0,5,
12.0,68,64,1.0,0,5,a
12.5,59,59,0.5,0,5,
13.0,51,54,0.5,1,5,
13.0,66,63,0.5,0,5,
13.0,69,65,0.5,0,5,a
13.5,50,54,1.0,1,5,
13.5,68,64,0.5,0,5,
13.5,71,66,1.0,0,5,a
14.0,64,62,0.5,0,5,
14.5,49,53,0.5,1,5,
14.5,69,65,1.0,0,5,
14.5,73,67,0.5,0,5,a
15.0,40,48,1.0,1,6,
15.0,47,52,0.5,1,6,
15.0,69,65,0.5,0,6,
15.0,76,69,1.0,0,6,a
15.5,52,55,0.5,1,6,
15.5,68,64,0.5,0,6,
16.0,41,48,0.5,1,6,
16.0,53,55,0.5,1,6,
16.0,68,64,0.5,0,6,
16.0,71,66,0.5,0,6,
16.0,74,68,0.5,0,6,a
16.5,42,49,1.5,1,6,
16.5,54,56,1.5,1,6,
16.5,69,65,1.5,0,6,
16.5,73,67,1.5,0,6,a
18.0,42,49,1.5,1,7,
18.0,54,56,1.5,1,7,
18.0,69,65,0.5,0,7,
18.0,73,67,1.0,0,7,a
18.5,63,61,0.5,0,7,
19.0,69,65,0.5,0,7,
19.0,71,66,0.5,0,7,
19.0,75,68,0.5,0,7,a
19.5,40,48,1.0,1,7,
19.5,52,55,1.0,1,7,
19.5,68,64,0.5,0,7,
19.5,71,66,1.0,0,7,
19.5,76,69,1.0,0,7,a
20.0,64,62,0.5,0,7,
20.5,39,47,0.5,1,7,
20.5,51,54,0.5,1,7,
20.5,66,63,0.5,0,7,
20.5,71,66,0.5,0,7,
20.5,78,70,0.5,0,7,a
21.0,40,48,1.0,1,8,
21.0,52,55,1.0,1,8,
21.0,71,66,0.5,0,8,
21.0,80,71,1.0,0,8,a
21.5,68,64,0.5,0,8,
22.0,37,46,0.5,1,8,
22.0,49,53,0.5,1,8,
22.0,69,65,0.5,0,8,
22.0,76,69,0.5,0,8,
22.0,81,72,0.5,0,8,a
22.5,32,43,1.0,1,8,
22.5,44,50,1.0,1,8,
22.5,76,69,0.5,0,8,
22.5,83,73,1.0,0,8,a
23.0,71,66,0.5,0,8,
23.5,32,43,0.5,1,8,
23.5,44,50,0.5,1,8,
23.5,75,68,0.5,0,8,
23.5,78,70,0.5,0,8,
23.5,84,73,0.5,0,8,a
24.0,32,43,1.5,1,9,
24.0,44,50,1.5,1,9,
24.0,75,68,1.5,0,9,
24.0,78,70,1.5,0,9,
24.0,84,73,2.0,0,9,c
