onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,37,46,7.0,1,1,
0.0,40,48,7.0,1,1,
0.0,45,51,7.0,1,1,
0.0,49,53,2.0,1,1,
0.0,52,55,2.0,1,1,
0.0,57,58,2.0,1,1,a
2.0,61,60,0.5,0,1,a
3.0,64,62,0.5,0,1,a
4.0,69,65,3.0,0,2,a
7.0,49,53,0.5,1,2,
7.0,57,58,0.5,1,2,
7.0,69,65,0.5,0,2,b
7.5,67,64,0.5,0,2,b
8.0,50,54,0.5,1,3,
8.0,57,58,0.5,1,3,
8.0,67,64,0.5,0,3,b
8.5,65,63,0.5,0,3,b
9.0,52,55,1.0,1,3,
9.0,57,58,1.0,1,3,
9.0,65,63,0.5,0,3,b
9.5,64,62,0.5,0,3,b
10.0,53,56,0.5,1,3,
10.0,57,58,0.5,1,3,
10.0,64,62,0.5,0,3,b
10.5,62,61,0.5,0,3,b
11.0,49,53,0.5,1,3,
11.0,57,58,0.5,1,3,
11.0,69,65,0.5,0,3,b
11.5,67,64,0.5,0,3,b
12.0,50,54,0.5,1,4,
12.0,57,58,0.5,1,4,
12.0,67,64,0.5,0,4,b
12.5,65,63,0.5,0,4,b
13.0,52,55,0.5,1,4,
13.0,57,58,0.5,1,4,
13.0,65,63,0.5,0,4,b
13.5,64,62,0.5,0,4,b
14.0,53,56,0.5,1,4,
14.0,57,58,0.5,1,4,
14.0,64,62,0.5,0,4,b
14.5,62,61,0.5,0,4,b
15.0,54,56,0.5,1,4,
15.0,62,61,0.5,1,4,
15.0,74,68,0.5,0,4,b
15.5,72,67,0.5,0,4,b
16.0,55,57,0.5,1,5,
16.0,62,61,0.5,1,5,
16.0,72,67,0.5,0,5,b
16.5,70,66,0.5,0,5,b
17.0,57,58,0.5,1,5,
17.0,62,61,0.5,1,5,
17.0,70,66,0.5,0,5,b
17.5,69,65,0.5,0,5,b
18.0,58,59,0.5,1,5,
18.0,62,61,0.5,1,5,
18.0,69,65,0.5,0,5,b
18.5,67,64,0.5,0,5,b
19.0,58,59,0.5,1,5,
19.0,62,61,0.5,1,5,
19.0,67,64,0.5,0,5,b
19.5,68,64,0.5,0,5,b
20.0,57,58,2.0,1,6,
20.0,62,61,2.0,1,6,
20.0,65,63,2.0,0,6,
20.0,68,64,1.5,0,6,c
21.5,71,66,0.25,0,6,c
21.75,69,65,0.25,0,6,c
22.0,57,58,2.0,1,6,
22.0,61,60,2.0,1,6,
22.0,64,62,2.0,0,6,
22.0,69,65,2.0,0,6,c
24.0,40,48,7.0,1,7,
24.0,43,50,7.0,1,7,
24.0,48,53,7.0,1,7,
24.0,52,55,2.0,1,7,
24.0,55,57,2.0,1,7,
24.0,60,60,2.0,1,7,a
26.0,64,62,0.5,0,7,a
27.0,67,64,0.5,0,7,a
28.0,72,67,3.0,0,8,a
31.0,52,55,1.0,1,8,
31.0,60,60,1.0,1,8,
31.0,72,67,0.5,0,8,b
31.5,70,66,0.5,0,8,b
32.0,53,56,0.5,1,9,
32.0,60,60,0.5,1,9,
32.0,70,66,0.5,0,9,b
32.5,68,64,0.5,0,9,b
33.0,68,64,0.5,0,9,b
33.5,69,65,0.5,0,9,b
34.0,69,65,0.5,0,9,b
34.5,74,68,0.5,0,9,b
35.0,54,56,0.5,1,9,
35.0,62,61,0.5,1,9,
35.0,74,68,0.5,0,9,b
35.5,72,67,0.5,0,9,b
36.0,55,57,0.5,1,10,
36.0,62,61,0.5,1,10,
36.0,72,67,0.5,0,10,b
36.5,69,65,0.5,0,10,b
37.0,69,65,0.5,0,10,b
37.5,70,66,0.5,0,10,b
38.0,70,66,0.5,0,10,b
38.5,75,69,0.5,0,10,b
39.0,55,57,0.5,1,10,
39.0,58,59,0.5,1,10,
39.0,63,62,0.5,1,10,
39.0,75,69,0.5,0,10,b
39.5,74,68,0.5,0,10,b
40.0,74,68,0.5,0,11,b
40.5,73,67,0.5,0,11,b
41.0,55,57,0.5,1,11,
41.0,57,58,0.5,1,11,
41.0,61,60,0.5,1,11,
41.0,64,62,0.5,1,11,
41.0,73,67,0.5,0,11,b
41.5,82,73,0.5,0,11,b
42.0,82,73,0.5,0,11,b
42.5,76,69,0.5,0,11,b
43.0,55,57,0.5,1,11,
43.0,58,59,0.5,1,11,
43.0,61,60,0.5,1,11,
43.0,64,62,0.5,1,11,
43.0,76,69,0.5,0,11,b
43.5,85,74,0.5,0,11,b
44.0,85,74,0.5,0,12,b
44.5,77,70,0.5,0,12,b
45.0,56,57,0.5,1,12,
45.0,59,59,0.5,1,12,
45.0,62,61,0.5,1,12,
45.0,65,63,0.5,1,12,
45.0,77,70,0.5,0,12,b
45.5,86,75,0.5,0,12,b
46.0,86,75,0.5,0,12,b
46.5,77,70,0.5,0,12,b
47.0,56,57,0.5,1,12,
47.0,59,59,0.5,1,12,
47.0,62,61,0.5,1,12,
47.0,65,63,0.5,1,12,
47.0,77,70,0.5,0,12,b
47.5,89,77,0.5,0,12,b
48.0,57,58,0.5,1,13,
48.0,62,61,0.5,1,13,
48.0,65,63,0.5,1,13,
48.0,89,77,0.5,0,13,b
48.5,85,74,0.5,0,13,b
49.0,85,74,0.5,0,13,b
49.5,86,75,0.5,0,13,b
50.0,86,75,0.5,0,13,b
50.5,80,71,0.5,0,13,b
51.0,80,71,0.5,0,13,b
51.5,81,72,0.5,0,13,b
52.0,81,72,0.5,0,14,b
52.5,76,69,0.5,0,14,b
53.0,76,69,0.5,0,14,b
53.5,77,70,0.5,0,14,b
54.0,77,70,0.5,0,14,b
54.5,73,67,0.5,0,14,b
55.0,73,67,0.5,0,14,b
55.5,74,68,0.5,0,14,b
56.0,74,68,0.5,0,15,b
56.5,68,64,0.5,0,15,b
57.0,68,64,0.5,0,15,b
57.5,69,65,0.5,0,15,b
58.0,69,65,0.5,0,15,b
58.5,64,62,0.5,0,15,b
59.0,64,62,0.5,0,15,b
59.5,65,63,0.5,0,15,b
60.0,65,63,0.5,0,16,b
60.5,61,60,0.5,0,16,b
61.0,61,60,0.5,0,16,b
61.5,62,61,0.5,0,16,b
62.0,62,61,0.5,0,16,b
62.5,58,59,0.5,0,16,b
63.0,46,52,0.5,1,16,
63.0,58,59,0.5,0,16,b
