onset,midi_number,morphetic_number,duration,staff_number,measure,type
-1.0,40,48,0.5,1,0,
-1.0,52,55,0.5,1,0,
-1.0,55,57,0.5,0,0,
-1.0,59,59,0.5,0,0,
-1.0,64,62,0.5,0,0,
-1.0,67,64,0.5,0,0,a
0.0,40,48,2.0,1,1,
0.0,52,55,2.0,1,1,
0.0,55,57,2.0,0,1,
0.0,59,59,2.0,0,1,
0.0,64,62,2.0,0,1,
0.0,67,64,1.5,0,1,a
1.5,66,63,0.5,0,1,a
2.0,40,48,0.5,1,1,
2.0,52,55,0.5,1,1,
2.0,55,57,0.5,0,1,
2.0,64,62,0.5,0,1,a
3.0,38,47,0.5,1,2,
3.0,50,54,0.5,1,2,
3.0,57,58,0.5,0,2,
3.0,66,63,0.5,0,2,
3.0,69,65,0.5,0,2,a
5.0,62,61,1.0,1,2,
5.0,66,63,1.0,0,2,
5.0,69,65,1.0,0,2,a
6.0,60,60,1.5,1,3,
6.0,62,61,1.5,1,3,
6.0,66,63,1.5,0,3,
6.0,69,65,1.5,0,3,a
7.5,59,59,0.5,1,3,
7.5,62,61,0.5,1,3,
7.5,67,64,0.5,0,3,a
8.0,57,58,1.0,1,3,
8.0,60,60,1.0,1,3,
8.0,66,63,1.0,0,3,
8.0,69,65,1.0,0,3,a
9.0,55,57,1.0,1,4,
9.0,59,59,1.0,1,4,
9.0,67,64,1.0,0,4,
9.0,71,66,1.0,0,4,a
11.0,43,50,0.5,1,4,
11.0,55,57,0.5,1,4,
11.0,59,59,0.5,0,4,
11.0,62,61,0.5,0,4,
11.0,67,64,0.5,0,4,
11.0,71,66,0.5,0,4,a
12.0,43,50,2.0,1,5,
12.0,55,57,2.0,1,5,
12.0,59,59,2.0,0,5,
12.0,62,61,2.0,0,5,
12.0,67,64,2.0,0,5,
12.0,71,66,1.5,0,5,a
13.5,69,65,0.5,0,5,a
14.0,31,43,0.5,1,5,
14.0,43,50,0.5,1,5,
14.0,59,59,0.5,0,5,
14.0,67,64,0.5,0,5,a
15.0,30,42,0.5,1,6,
15.0,42,49,0.5,1,6,
15.0,61,60,0.5,0,6,
15.0,70,65,0.5,0,6,
15.0,73,67,0.5,0,6,a
17.0,66,63,1.0,1,6,
17.0,70,65,1.0,0,6,
17.0,73,67,1.0,0,6,a
18.0,64,62,1.5,1,7,
18.0,66,63,1.5,1,7,
18.0,70,65,1.5,0,7,
18.0,73,67,1.5,0,7,a
19.5,62,61,0.5,1,7,
19.5,66,63,0.5,1,7,
19.5,71,66,0.5,0,7,a
20.0,61,60,1.0,1,7,
20.0,64,62,1.0,1,7,
20.0,70,65,1.0,0,7,
20.0,73,67,1.0,0,7,a
21.0,59,59,1.0,1,8,
21.0,62,61,1.0,1,8,
21.0,71,66,1.0,0,8,
21.0,74,68,1.0,0,8,a
23.0,74,68,2.0,0,8,b
24.0,57,58,2.0,1,9,
24.0,64,62,2.0,1,9,
24.0,67,64,3.0,1,9,
25.0,79,71,1.0,0,9,b
26.0,63,62,1.0,1,9,
26.0,76,69,1.0,0,9,b
27.0,62,61,2.0,1,10,
27.0,67,64,2.0,1,10,
27.0,74,68,1.0,0,10,b
28.0,72,67,1.0,0,10,b
29.0,66,63,3.0,1,10,
29.0,72,67,2.0,0,10,b
30.0,66,63,2.0,1,11,
31.0,81,72,1.0,0,11,b
32.0,66,63,1.0,1,11,
32.0,72,67,2.0,0,11,b
33.0,67,64,2.0,1,12,
34.0,71,66,1.0,0,12,b
35.0,55,57,1.0,1,12,
35.0,71,66,2.0,0,12,b
36.0,52,55,2.0,1,13,
37.0,67,64,1.0,0,13,b
38.0,64,62,1.0,1,13,
38.0,67,64,2.0,0,13,b
39.0,60,60,2.0,1,14,
40.0,64,62,1.0,0,14,b
41.0,48,53,4.0,1,14,
41.0,64,62,2.0,0,14,b
43.0,55,57,1.0,0,15,b
44.0,52,55,1.0,0,15,b
45.0,35,45,2.0,1,16,
45.0,42,49,2.0,1,16,
45.0,47,52,2.0,1,16,
45.0,51,54,2.0,0,16,
45.0,59,59,2.0,0,16,b
47.0,76,69,2.5,0,16,
47.0,88,76,1.0,0,16,a
48.0,43,50,3.0,1,17,
48.0,52,55,6.0,1,17,
48.0,59,59,3.0,1,17,
49.5,75,68,0.5,0,17,
49.5,87,75,0.5,0,17,a
50.0,76,69,1.0,0,17,
50.0,88,76,1.0,0,17,a
51.0,45,51,2.0,1,18,
51.0,52,55,3.0,1,18,
51.0,60,60,2.0,0,18,
51.0,64,62,2.0,0,18,
51.0,66,63,2.0,0,18,c
53.0,46,51,1.0,1,18,
53.0,61,60,1.0,0,18,
53.0,64,62,1.0,0,18,
53.0,66,63,1.0,0,18,c
54.0,47,52,3.0,1,19,
54.0,57,58,3.0,0,19,
54.0,63,61,3.0,0,19,
54.0,66,63,1.5,0,19,c
55.5,67,64,0.5,0,19,c
56.0,69,65,0.5,0,19,c
56.5,67,64,0.5,0,19,c
57.0,48,53,2.0,1,20,
57.0,55,57,2.0,1,20,
57.0,66,63,1.0,0,20,c
58.0,64,62,1.0,0,20,c
59.0,47,52,0.5,1,20,
59.0,76,69,2.5,0,20,
59.0,88,76,1.0,0,20,a
59.5,45,51,0.5,1,20,
60.0,43,50,2.0,1,21,
60.0,52,55,3.0,1,21,
60.0,59,59,3.0,1,21,
61.5,75,68,0.5,0,21,
61.5,87,75,0.5,0,21,a
62.0,44,50,1.0,1,21,
62.0,76,69,1.0,0,21,
62.0,88,76,1.0,0,21,a
63.0,45,51,2.0,1,22,
63.0,60,60,2.0,0,22,
63.0,64,62,2.0,0,22,
63.0,66,63,2.0,0,22,c
65.0,46,51,1.0,1,22,
65.0,61,60,1.0,0,22,
65.0,64,62,1.0,0,22,
65.0,66,63,1.0,0,22,c
66.0,35,45,3.0,1,23,
66.0,47,52,3.0,1,23,
66.0,57,58,3.0,0,23,
66.0,63,61,3.0,0,23,
66.0,66,63,1.5,0,23,c
67.5,69,65,0.5,0,23,c
68.0,67,64,0.5,0,23,c
68.5,66,63,0.5,0,23,c
69.0,40,48,1.0,1,24,
69.0,52,55,1.0,1,24,
69.0,55,57,1.0,0,24,
69.0,64,62,1.0,0,24,c
71.0,35,45,1.0,1,24,
71.0,47,52,1.0,1,24,
71.0,59,59,1.0,0,24,
71.0,71,66,1.0,0,24,d
72.0,35,45,2.0,1,25,
72.0,47,52,2.0,1,25,
72.0,59,59,2.0,0,25,
72.0,71,66,2.0,0,25,d
74.0,40,48,1.0,1,25,
74.0,52,55,1.0,1,25,
74.0,64,62,1.0,0,25,
74.0,76,69,1.0,0,25,d
75.0,40,48,2.0,1,26,
75.0,52,55,2.0,1,26,
75.0,64,62,2.0,0,26,
75.0,76,69,2.0,0,26,d
77.0,47,52,1.0,1,26,
77.0,59,59,1.0,1,26,
77.0,71,66,1.0,0,26,
77.0,83,73,1.0,0,26,d
78.0,47,52,2.0,1,27,
78.0,59,59,2.0,1,27,
78.0,71,66,2.0,0,27,
78.0,83,73,2.0,0,27,d
80.0,52,55,1.0,1,27,
80.0,64,62,1.0,1,27,
80.0,76,69,1.0,0,27,
80.0,88,76,1.0,0,27,d
81.0,52,55,2.0,1,28,
81.0,64,62,2.0,1,28,
81.0,76,69,2.0,0,28,
81.0,88,76,2.0,0,28,d
83.0,55,57,0.5,1,28,
83.0,59,59,0.5,1,28,
83.0,62,61,0.5,1,28,
83.0,65,63,0.5,1,28,
83.0,77,70,0.5,0,28,
83.0,83,73,0.5,0,28,
83.0,86,75,0.5,0,28,
83.0,89,77,0.5,0,28,e
84.0,55,57,1.5,1,29,
84.0,59,59,1.5,1,29,
84.0,62,61,1.5,1,29,
84.0,65,63,1.5,1,29,
84.0,77,70,1.5,0,29,
84.0,83,73,1.5,0,29,
84.0,86,75,1.5,0,29,
84.0,89,77,1.5,0,29,e
85.5,88,76,0.25,0,29,e
85.75,86,75,0.25,0,29,e
86.0,84,74,0.25,0,29,e
86.25,83,73,0.25,0,29,e
86.5,81,72,0.25,0,29,e
86.75,79,71,0.25,0,29,e
87.0,77,70,0.25,0,30,e
87.25,76,69,0.25,0,30,e
87.5,74,68,0.25,0,30,e
87.75,72,67,0.25,0,30,e
88.0,71,66,0.166666667,0,30,e
88.16666667,69,65,0.166666667,0,30,e
88.33333333,67,64,0.166666667,0,30,e
88.5,65,63,0.166666667,0,30,e
88.66666667,64,62,0.166666667,0,30,e
88.83333333,62,61,0.166666667,0,30,e
89.0,60,60,0.2,1,30,e
89.2,59,59,0.2,1,30,e
89.4,57,58,0.2,1,30,e
89.6,55,57,0.2,1,30,e
89.8,54,56,0.2,1,30,e
90.0,55,57,0.5,0,31,e
92.0,35,45,0.5,1,31,
92.0,47,52,0.5,1,31,
92.0,55,57,0.5,0,31,
92.0,62,61,0.5,0,31,
92.0,65,63,0.5,0,31,f
93.0,36,46,0.5,1,32,
93.0,48,53,0.5,1,32,
93.0,55,57,0.5,0,32,
93.0,60,60,0.5,0,32,
93.0,64,62,0.5,0,32,f
95.0,52,55,0.5,1,32,
95.0,56,57,0.5,1,32,
95.0,59,59,0.5,1,32,
95.0,62,61,0.5,1,32,
95.0,74,68,0.5,0,32,
95.0,80,71,0.5,0,32,
95.0,83,73,0.5,0,32,
95.0,86,75,0.5,0,32,e
96.0,52,55,1.5,1,33,
96.0,56,57,1.5,1,33,
96.0,59,59,1.5,1,33,
96.0,62,61,1.5,1,33,
96.0,74,68,1.5,0,33,
96.0,80,71,1.5,0,33,
96.0,83,73,1.5,0,33,
96.0,86,75,1.5,0,33,e
97.5,84,74,0.25,0,33,e
97.75,83,73,0.25,0,33,e
98.0,81,72,0.25,0,33,e
98.25,80,71,0.25,0,33,e
98.5,78,70,0.25,0,33,e
98.75,76,69,0.25,0,33,e
99.0,74,68,0.25,0,34,e
99.25,72,67,0.25,0,34,e
99.5,71,66,0.25,0,34,e
99.75,69,65,0.25,0,34,e
100.0,68,64,0.166666667,0,34,e
100.1666667,66,63,0.166666667,0,34,e
100.3333333,64,62,0.166666667,0,34,e
100.5,62,61,0.166666667,0,34,e
100.6666667,60,60,0.166666667,0,34,e
100.8333333,59,59,0.166666667,0,34,e
101.0,57,58,0.2,0,34,e
101.2,56,57,0.2,0,34,e
101.4,54,56,0.2,0,34,e
101.6,52,55,0.2,0,34,e
101.8,51,54,0.2,0,34,e
102.0,52,55,1.0,0,35,e
104.0,32,43,0.5,1,35,
104.0,44,50,0.5,1,35,
104.0,52,55,0.5,0,35,
104.0,59,59,0.5,0,35,
104.0,62,61,0.5,0,35,f
105.0,33,44,0.5,1,36,
105.0,45,51,0.5,1,36,
105.0,52,55,0.5,0,36,
105.0,57,58,0.5,0,36,
105.0,60,60,0.5,0,36,f
107.0,58,59,1.0,1,36,
107.0,82,73,1.0,0,36,e
108.0,58,59,4.0,1,37,
108.0,82,73,1.5,0,37,e
109.5,81,72,0.25,0,37,e
109.75,79,71,0.25,0,37,e
110.0,77,70,0.25,0,37,e
110.25,75,69,0.25,0,37,e
110.5,74,68,0.25,0,37,e
110.75,72,67,0.25,0,37,e
111.0,70,66,0.25,0,38,e
111.25,69,65,0.25,0,38,e
111.5,67,64,0.25,0,38,e
111.75,65,63,0.25,0,38,e
112.0,63,62,0.333333333,0,38,e
112.3333333,62,61,0.333333333,0,38,e
112.6666667,60,60,0.333333333,0,38,e
