onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,71,66,2.0,0,1,a
0.5,52,55,0.5,1,1,
0.5,56,57,0.5,1,1,
0.5,59,59,0.5,1,1,
1.0,52,55,0.5,1,1,
1.0,56,57,0.5,1,1,
1.0,59,59,0.5,1,1,
1.5,52,55,0.5,1,1,
1.5,56,57,0.5,1,1,
1.5,59,59,0.5,1,1,
2.0,64,62,2.0,0,1,
2.0,76,69,2.0,0,1,a
2.5,52,55,0.5,1,1,
2.5,56,57,0.5,1,1,
2.5,59,59,0.5,1,1,
3.0,52,55,0.5,1,1,
3.0,56,57,0.5,1,1,
3.0,59,59,0.5,1,1,
3.5,52,55,0.5,1,1,
3.5,56,57,0.5,1,1,
3.5,59,59,0.5,1,1,
4.0,73,67,2.0,0,2,a
4.5,52,55,0.5,1,2,
4.5,57,58,0.5,1,2,
4.5,61,60,0.5,1,2,
5.0,52,55,0.5,1,2,
5.0,57,58,0.5,1,2,
5.0,61,60,0.5,1,2,
5.5,52,55,0.5,1,2,
5.5,57,58,0.5,1,2,
5.5,61,60,0.5,1,2,
6.0,66,63,2.0,0,2,
6.0,78,70,2.0,0,2,a
6.5,52,55,0.5,1,2,
6.5,57,58,0.5,1,2,
6.5,61,60,0.5,1,2,
7.0,52,55,0.5,1,2,
7.0,57,58,0.5,1,2,
7.0,61,60,0.5,1,2,
7.5,52,55,0.5,1,2,
7.5,57,58,0.5,1,2,
7.5,61,60,0.5,1,2,
8.0,75,68,2.0,0,3,a
8.5,52,55,0.5,1,3,
8.5,54,56,0.5,1,3,
8.5,57,58,0.5,1,3,
8.5,63,61,0.5,1,3,
9.0,52,55,0.5,1,3,
9.0,54,56,0.5,1,3,
9.0,57,58,0.5,1,3,
9.0,63,61,0.5,1,3,
9.5,52,55,0.5,1,3,
9.5,54,56,0.5,1,3,
9.5,57,58,0.5,1,3,
9.5,63,61,0.5,1,3,
10.0,71,66,2.0,0,3,
10.0,83,73,2.0,0,3,a
10.5,52,55,0.5,1,3,
10.5,54,56,0.5,1,3,
10.5,57,58,0.5,1,3,
10.5,63,61,0.5,1,3,
11.0,52,55,0.5,1,3,
11.0,54,56,0.5,1,3,
11.0,57,58,0.5,1,3,
11.0,63,61,0.5,1,3,
11.5,52,55,0.5,1,3,
11.5,54,56,0.5,1,3,
11.5,57,58,0.5,1,3,
11.5,63,61,0.5,1,3,
12.0,52,55,3.0,1,4,
12.0,56,57,3.0,1,4,
12.0,59,59,3.0,1,4,
12.0,64,62,3.0,1,4,
12.0,83,73,1.5,0,4,a
13.5,85,74,0.25,0,4,a
13.75,87,75,0.25,0,4,a
14.0,88,76,0.5,0,4,a
16.0,80,71,0.25,0,5,b
16.25,76,69,0.25,0,5,b
16.5,81,72,0.25,0,5,b
16.75,78,70,0.25,0,5,b
17.0,83,73,0.25,0,5,b
17.25,80,71,0.25,0,5,b
17.5,85,74,0.25,0,5,b
17.75,81,72,0.25,0,5,b
18.0,68,64,0.25,1,5,b
18.0,83,73,1.0,0,5,b
18.25,64,62,0.25,1,5,b
18.5,69,65,0.25,1,5,b
18.75,66,63,0.25,1,5,b
19.0,71,66,0.25,1,5,b
19.25,68,64,0.25,1,5,b
19.5,73,67,0.25,1,5,b
19.75,69,65,0.25,1,5,b
20.0,56,57,0.25,0,6,b
20.0,71,66,1.0,1,6,b
20.25,52,55,0.25,0,6,b
20.5,57,58,0.25,0,6,b
20.75,54,56,0.25,0,6,b
21.0,59,59,0.25,0,6,b
21.25,56,57,0.25,0,6,b
21.5,61,60,0.25,0,6,b
21.75,57,58,0.25,0,6,b
22.0,44,50,0.25,1,6,b
22.0,59,59,1.0,0,6,b
22.25,40,48,0.25,1,6,b
22.5,45,51,0.25,1,6,b
22.75,42,49,0.25,1,6,b
23.0,47,52,0.25,1,6,b
23.25,44,50,0.25,1,6,b
23.5,49,53,0.25,1,6,b
23.75,46,51,0.25,1,6,b
24.0,47,52,4.0,1,7,b
24.5,59,59,0.5,0,7,
24.5,59,59,0.5,0,7,c
25.0,68,64,0.5,0,7,c
25.5,56,57,0.5,1,7,
25.5,64,62,0.5,0,7,c
26.0,51,54,0.5,1,7,
26.0,69,65,0.5,0,7,c
26.5,54,56,0.5,1,7,
26.5,66,63,0.5,0,7,c
27.0,57,58,1.0,1,7,
27.0,63,61,0.5,0,7,c
27.5,71,66,0.5,0,7,c
28.0,59,59,4.0,1,8,
28.5,71,66,3.5,0,8,
28.5,71,66,0.5,0,8,c
29.0,80,71,0.5,0,8,c
29.5,68,64,0.5,0,8,
29.5,76,69,0.5,0,8,c
30.0,63,61,0.5,0,8,
30.0,81,72,0.5,0,8,c
30.5,66,63,0.5,0,8,
30.5,78,70,0.5,0,8,c
31.0,69,65,1.0,0,8,
31.0,75,68,0.5,0,8,c
31.5,83,73,0.5,0,8,c
32.0,64,62,1.0,1,9,
32.0,68,64,1.0,1,9,
32.0,71,66,2.0,0,9,
32.0,83,73,1.5,0,9,
33.0,56,57,1.0,1,9,
33.5,81,72,0.25,0,9,d
33.75,80,71,0.25,0,9,d
34.0,57,58,1.0,1,9,
34.0,73,67,2.0,0,9,
34.0,78,70,0.5,0,9,d
34.5,76,69,0.5,0,9,d
35.0,58,58,1.0,1,9,
35.0,75,68,0.5,0,9,d
35.5,73,67,0.5,0,9,d
36.0,59,59,2.0,1,10,
36.0,64,62,3.0,0,10,
36.0,68,64,1.0,0,10,
36.0,71,66,4.0,0,10,d
37.0,67,64,1.0,0,10,
38.0,47,52,2.0,1,10,
38.0,58,58,1.0,1,10,
38.0,66,63,2.0,0,10,
39.0,57,58,1.0,1,10,
39.0,63,61,1.0,0,10,
40.0,52,55,1.0,1,11,
40.0,56,57,1.0,1,11,
40.0,59,59,2.0,0,11,
40.0,64,62,2.0,0,11,
40.0,71,66,1.5,0,11,
41.0,44,50,1.0,1,11,
41.5,69,65,0.25,0,11,d
41.75,68,64,0.25,0,11,d
42.0,45,51,1.0,1,11,
42.0,61,60,2.0,0,11,
42.0,66,63,0.5,0,11,d
42.5,64,62,0.5,0,11,d
43.0,46,51,1.0,1,11,
43.0,63,61,0.5,0,11,d
43.5,61,60,0.5,0,11,d
44.0,47,52,2.0,1,12,
44.0,52,55,3.0,0,12,
44.0,56,57,1.0,0,12,
44.0,59,59,4.0,0,12,d
45.0,55,57,1.0,0,12,
46.0,35,45,2.0,1,12,
46.0,46,51,1.0,1,12,
46.0,54,56,2.0,0,12,
47.0,45,51,1.0,1,12,
47.0,51,54,1.0,0,12,
48.0,59,59,2.0,0,13,a
48.5,40,48,0.5,1,13,
48.5,44,50,0.5,1,13,
49.0,40,48,0.5,1,13,
49.0,44,50,0.5,1,13,
49.5,40,48,0.5,1,13,
49.5,44,50,0.5,1,13,
50.0,52,55,2.0,0,13,
50.0,64,62,2.0,0,13,a
50.5,40,48,0.5,1,13,
50.5,44,50,0.5,1,13,
51.0,40,48,0.5,1,13,
51.0,44,50,0.5,1,13,
51.5,40,48,0.5,1,13,
51.5,44,50,0.5,1,13,
52.0,61,60,2.0,0,14,a
52.5,40,48,0.5,1,14,
52.5,45,51,0.5,1,14,
53.0,40,48,0.5,1,14,
53.0,45,51,0.5,1,14,
53.5,40,48,0.5,1,14,
53.5,45,51,0.5,1,14,
54.0,54,56,2.0,0,14,
54.0,66,63,2.0,0,14,a
54.5,40,48,0.5,1,14,
54.5,46,51,0.5,1,14,
55.0,40,48,0.5,1,14,
55.0,46,51,0.5,1,14,
55.5,40,48,0.5,1,14,
55.5,46,51,0.5,1,14,
56.0,56,57,1.0,0,15,
56.0,68,64,1.0,0,15,a
56.5,40,48,0.5,1,15,
56.5,47,52,0.5,1,15,
57.0,40,48,0.5,1,15,
57.0,47,52,0.5,1,15,
57.5,40,48,0.5,1,15,
57.5,47,52,0.5,1,15,
58.0,57,58,1.0,0,15,
58.0,69,65,1.0,0,15,a
58.5,40,48,0.5,1,15,
58.5,48,53,0.5,1,15,
59.0,40,48,0.5,1,15,
59.0,48,53,0.5,1,15,
59.5,40,48,0.5,1,15,
59.5,48,53,0.5,1,15,
60.0,58,58,1.0,0,16,
60.0,70,65,1.0,0,16,a
60.5,40,48,0.5,1,16,
60.5,49,53,0.5,1,16,
61.0,40,48,0.5,1,16,
61.0,49,53,0.5,1,16,
61.5,40,48,0.5,1,16,
61.5,49,53,0.5,1,16,
62.0,41,48,0.5,1,16,
62.0,50,54,2.0,1,16,
62.0,59,59,2.0,0,16,
62.0,71,66,2.0,0,16,e
62.5,41,49,0.5,1,16,
63.0,41,49,0.5,1,16,
63.5,41,49,0.5,1,16,
64.0,42,49,0.5,1,17,
64.0,49,53,2.0,1,17,
64.0,58,58,2.0,0,17,
64.0,70,65,1.0,0,17,e
64.5,42,49,0.5,1,17,
65.0,42,49,0.5,1,17,
65.0,66,63,1.0,0,17,e
65.5,42,49,0.5,1,17,
66.0,42,49,0.5,1,17,
66.0,47,52,2.0,1,17,
66.0,56,57,2.0,1,17,
66.0,65,62,1.5,0,17,f
66.0,74,68,2.0,0,17,e
66.5,42,49,0.5,1,17,
67.0,42,49,0.5,1,17,
67.5,42,49,0.5,1,17,
67.5,66,63,0.25,0,17,f
67.75,68,64,0.25,0,17,f
68.0,42,49,0.5,1,18,
68.0,46,51,2.0,1,18,
68.0,54,56,2.0,1,18,
68.0,61,60,2.0,0,18,f
68.0,73,67,1.0,0,18,e
68.5,42,49,0.5,1,18,
69.0,42,49,0.5,1,18,
69.0,70,65,1.0,0,18,e
69.5,42,49,0.5,1,18,
70.0,42,49,0.5,1,18,
70.0,50,54,2.0,1,18,
70.0,56,57,2.0,1,18,
70.0,59,59,2.0,0,18,
70.0,65,62,2.0,0,18,
70.0,71,66,2.0,0,18,e
