onset,midi_number,morphetic_number,duration,staff_number,measure,type
0.0,48,53,1.5,1,1,
0.0,51,55,1.5,1,1,
0.0,55,57,1.5,1,1,
0.0,60,60,1.5,1,1,
0.0,63,62,1.5,0,1,
0.0,67,64,1.5,0,1,
0.0,72,67,1.5,0,1,a
1.75,67,64,0.25,0,1,a
2.0,75,69,0.75,0,1,a
2.75,72,67,0.25,0,1,a
3.0,79,71,0.75,0,2,a
3.75,75,69,0.25,0,2,a
4.0,84,74,0.75,0,2,a
4.75,79,71,0.25,0,2,a
5.0,87,76,1.0,0,2,a
6.0,87,76,1.0,0,3,a
8.0,60,60,1.0,1,3,
8.0,63,62,1.0,1,3,
8.0,67,64,1.0,0,3,
8.0,72,67,1.0,0,3,b
9.0,60,60,2.0,1,4,
9.0,63,62,2.0,1,4,
9.0,67,64,3.0,0,4,
9.0,72,67,2.0,0,4,b
11.0,62,61,1.0,1,4,
11.0,65,63,1.0,1,4,
11.0,67,64,1.0,0,4,
11.0,71,66,1.0,0,4,b
12.0,50,54,1.5,1,5,
12.0,53,56,1.5,1,5,
12.0,56,58,1.5,1,5,
12.0,59,59,1.5,1,5,
12.0,62,61,1.5,1,5,
12.0,65,63,1.5,0,5,
12.0,68,65,1.5,0,5,
12.0,71,66,1.5,0,5,a
13.75,71,66,0.25,0,5,a
14.0,77,70,0.75,0,5,a
14.75,74,68,0.25,0,5,a
15.0,83,73,0.75,0,6,a
15.75,77,70,0.25,0,6,a
16.0,86,75,0.75,0,6,a
16.75,83,73,0.25,0,6,a
17.0,89,77,1.0,0,6,a
18.0,89,77,1.0,0,7,a
20.0,62,61,1.0,1,7,
20.0,65,63,1.0,1,7,
20.0,68,65,1.0,1,7,
20.0,71,66,1.0,0,7,
20.0,74,68,1.0,0,7,b
21.0,62,61,2.0,1,8,
21.0,65,63,2.0,1,8,
21.0,68,65,2.0,1,8,
21.0,71,66,2.0,0,8,
21.0,74,68,2.0,0,8,b
23.0,63,62,1.0,1,8,
23.0,67,64,1.0,1,8,
23.0,72,67,1.0,0,8,b
24.0,67,64,0.0,0,9,
24.0,72,67,0.0,0,9,
24.0,75,69,0.0,0,9,
24.0,79,71,1.5,0,9,c
25.5,77,70,0.5,0,9,c
26.0,51,55,1.0,1,9,
26.0,55,57,1.0,1,9,
26.0,60,60,1.0,1,9,
26.0,75,69,1.0,0,9,c
27.0,53,56,2.0,1,10,
27.0,56,58,2.0,1,10,
27.0,59,59,2.0,1,10,
27.0,74,68,2.0,0,10,c
29.0,51,55,1.0,1,10,
29.0,55,57,1.0,1,10,
29.0,60,60,1.0,1,10,
29.0,72,67,1.0,0,10,c
30.0,67,64,0.0,0,11,
30.0,72,67,0.0,0,11,
30.0,75,69,0.0,0,11,
30.0,79,71,1.5,0,11,c
31.5,77,70,0.5,0,11,c
32.0,63,62,1.0,1,11,
32.0,67,64,1.0,1,11,
32.0,72,67,1.0,0,11,
32.0,75,69,1.0,0,11,c
33.0,65,63,2.0,1,12,
33.0,68,65,2.0,1,12,
33.0,71,66,2.0,0,12,
33.0,74,68,2.0,0,12,c
35.0,63,62,1.0,1,12,
35.0,67,64,1.0,1,12,
35.0,72,67,1.0,0,12,c
36.0,67,64,0.0,0,13,
36.0,67,64,1.5,0,13,
36.0,72,67,0.0,0,13,
36.0,75,69,0.0,0,13,
36.0,79,71,1.5,0,13,c
37.5,65,63,0.5,0,13,
37.5,77,70,0.5,0,13,c
38.0,51,55,1.0,1,13,
38.0,55,57,1.0,1,13,
38.0,60,60,1.0,1,13,
38.0,63,62,2.0,0,13,
38.0,75,69,2.0,0,13,c
39.0,53,56,2.0,1,14,
39.0,56,58,2.0,1,14,
39.0,59,59,2.0,1,14,
40.0,62,61,1.0,0,14,
40.0,74,68,1.0,0,14,c
41.0,51,55,1.0,1,14,
41.0,55,57,1.0,1,14,
41.0,60,60,2.0,0,14,
41.0,72,67,2.0,0,14,c
42.0,50,54,2.0,1,15,
42.0,53,56,2.0,1,15,
43.0,59,59,1.0,0,15,
43.0,71,66,1.0,0,15,c
44.0,48,53,1.0,1,15,
44.0,51,55,1.0,1,15,
