-1.0,58,59,0.25,0,0,a
-1.0,62,61,1.0,0,0,
-0.75,57,58,0.25,0,0,a
-0.5,58,59,0.25,0,0,a
-0.25,53,56,0.25,0,0,a
0.0,34,45,1.0,1,1,
0.0,46,52,1.0,1,1,
0.0,62,61,1.0,0,1,a
0.0,65,63,1.0,0,1,
1.0,34,45,1.0,1,1,
1.0,46,52,1.0,1,1,
1.0,58,59,1.0,0,1,a
1.0,62,61,1.0,0,1,
3.0,58,59,0.25,0,1,a
3.0,62,61,1.0,0,1,
3.25,57,58,0.25,0,1,a
3.5,58,59,0.25,0,1,a
3.75,53,56,0.25,0,1,a
4.0,34,45,1.0,1,2,
4.0,46,52,1.0,1,2,
4.0,62,61,1.0,0,2,a
4.0,65,63,1.0,0,2,
5.0,34,45,1.0,1,2,
5.0,46,52,1.0,1,2,
5.0,58,59,1.0,0,2,a
5.0,62,61,1.0,0,2,
7.0,58,59,0.25,0,2,a
7.0,62,61,1.0,0,2,
7.25,57,58,0.25,0,2,a
7.5,58,59,0.25,0,2,a
7.75,53,56,0.25,0,2,a
8.0,62,61,0.25,0,3,a
8.0,65,63,1.0,0,3,
8.25,61,60,0.25,0,3,a
8.5,62,61,0.25,0,3,a
8.75,58,59,0.25,0,3,a
9.0,65,63,0.25,0,3,a
9.0,70,66,1.0,0,3,
9.25,64,62,0.25,0,3,a
9.5,65,63,0.25,0,3,a
9.75,62,61,0.25,0,3,a
10.0,70,66,0.25,0,3,a
10.0,74,68,1.0,0,3,
10.25,69,65,0.25,0,3,a
10.5,70,66,0.25,0,3,a
10.75,65,63,0.25,0,3,a
11.0,74,68,0.25,0,3,a
11.0,77,70,1.0,0,3,
11.25,73,67,0.25,0,3,a
11.5,74,68,0.25,0,3,a
11.75,70,66,0.25,0,3,a
12.0,46,52,0.25,1,4,
12.0,82,73,3.0,0,4,b
12.25,50,54,0.25,1,4,
12.5,53,56,0.25,1,4,
12.75,58,59,0.25,1,4,
13.0,46,52,0.25,1,4,
13.25,50,54,0.25,1,4,
13.5,53,56,0.25,1,4,
13.75,58,59,0.25,1,4,
14.0,46,52,0.25,1,4,
14.25,50,54,0.25,1,4,
14.5,53,56,0.25,1,4,
14.75,58,59,0.25,1,4,
15.0,46,52,0.25,1,4,
15.0,81,72,0.25,0,4,b
15.25,50,54,0.25,1,4,
15.25,82,73,0.25,0,4,b
15.5,53,56,0.25,1,4,
15.5,84,74,0.25,0,4,b
15.75,58,59,0.25,1,4,
15.75,82,73,0.25,0,4,b
16.0,46,52,0.25,1,5,
16.0,81,72,0.5,0,5,b
16.25,51,55,0.25,1,5,
16.5,55,57,0.25,1,5,
16.5,79,71,0.5,0,5,b
