onset,midi_number,morphetic_number,duration,staff_number,measure,type
-0.25,79,71,1.75,0,0,a
0.0,55,57,1.0,1,1,
0.0,59,59,1.0,1,1,
0.0,62,61,1.0,1,1,
1.5,78,70,0.25,0,1,a
1.75,76,69,0.25,0,1,a
2.0,74,68,0.25,0,2,a
2.25,75,68,0.25,0,2,a
2.5,76,69,0.25,0,2,a
2.75,71,66,0.25,0,2,a
3.0,74,68,0.25,0,2,a
3.25,72,67,0.25,0,2,a
3.5,71,66,0.25,0,2,a
3.75,69,65,0.25,0,2,a
4.0,67,64,1.0,0,3,a
5.75,59,59,1.0,0,3,
5.75,62,61,0.25,0,3,
5.75,67,64,0.25,0,3,b
6.0,43,50,0.5,1,4,
6.0,55,57,0.5,1,4,
6.75,59,59,1.0,0,4,
6.75,62,61,0.25,0,4,
6.75,71,66,0.25,0,4,b
7.0,43,50,0.5,1,4,
7.0,55,57,0.5,1,4,
7.75,59,59,0.75,0,4,
7.75,62,61,0.25,0,4,
7.75,67,64,0.25,0,4,b
8.0,43,50,0.5,1,5,
8.0,55,57,0.5,1,5,
9.75,59,59,1.0,0,5,
9.75,62,61,0.25,0,5,
9.75,67,64,0.25,0,5,b
10.0,43,50,0.5,1,6,
10.0,55,57,0.5,1,6,
10.75,62,61,1.0,0,6,
10.75,67,64,0.25,0,6,
10.75,71,66,0.25,0,6,
10.75,74,68,0.25,0,6,b
11.0,43,50,0.5,1,6,
11.0,55,57,0.5,1,6,
11.75,59,59,0.75,0,6,
11.75,62,61,0.25,0,6,
11.75,67,64,0.25,0,6,b
12.0,43,50,0.5,1,7,
12.0,55,57,0.5,1,7,
13.75,59,59,1.0,0,7,
13.75,62,61,0.25,0,7,
13.75,67,64,0.25,0,7,
13.75,71,66,0.25,0,7,b
14.0,43,50,0.5,1,8,
14.0,55,57,0.5,1,8,
14.75,67,64,1.0,0,8,
14.75,71,66,0.25,0,8,
14.75,76,69,0.25,0,8,
14.75,79,71,0.25,0,8,b
15.0,40,48,0.5,1,8,
15.0,52,55,0.5,1,8,
15.75,66,63,0.75,0,8,
15.75,69,65,0.25,0,8,
15.75,74,68,0.25,0,8,
15.75,78,70,0.25,0,8,b
16.0,45,51,0.5,1,9,
16.0,57,58,0.5,1,9,
18.0,45,51,0.5,1,10,
18.0,57,58,0.5,1,10,
18.0,66,63,0.5,0,10,
18.0,69,65,0.5,0,10,
18.0,74,68,0.5,0,10,c
19.0,33,44,0.5,1,10,
19.0,45,51,0.5,1,10,
19.0,64,62,0.5,0,10,
19.0,67,64,0.5,0,10,
19.0,69,65,0.5,0,10,
19.0,73,67,0.5,0,10,c
20.0,38,47,0.5,1,11,
20.0,50,54,0.5,1,11,
20.0,62,61,0.5,0,11,
20.0,66,63,0.5,0,11,
20.0,69,65,0.5,0,11,
20.0,74,68,0.5,0,11,c
21.75,77,70,1.75,0,11,a
22.0,65,63,1.5,1,12,
23.5,64,62,0.25,1,12,
23.5,76,69,0.25,0,12,a
23.75,62,61,0.25,1,12,
23.75,74,68,0.25,0,12,a
24.0,60,60,0.25,1,13,
24.0,72,67,0.25,0,13,a
24.25,61,60,0.25,1,13,
24.25,73,67,0.25,0,13,a
24.5,62,61,0.25,1,13,
24.5,74,68,0.25,0,13,a
24.75,57,58,0.25,1,13,
24.75,69,65,0.25,0,13,a
25.0,60,60,0.25,1,13,
25.0,72,67,0.25,0,13,a
25.25,58,59,0.25,1,13,
25.25,70,66,0.25,0,13,a
25.5,57,58,0.25,1,13,
25.5,69,65,0.25,0,13,a
25.75,55,57,0.25,1,13,
25.75,67,64,0.25,0,13,a
26.0,53,56,1.0,1,14,
26.0,65,63,1.0,0,14,a
27.75,57,58,1.0,0,14,
27.75,60,60,0.25,0,14,
27.75,65,63,0.25,0,14,b
28.0,41,49,0.5,1,15,
28.0,53,56,0.5,1,15,
28.75,57,58,1.0,0,15,
28.75,60,60,0.25,0,15,
28.75,69,65,0.25,0,15,b
29.0,41,49,0.5,1,15,
29.0,53,56,0.5,1,15,
29.75,57,58,0.75,0,15,
29.75,60,60,0.25,0,15,
29.75,65,63,0.25,0,15,b
30.0,41,49,0.5,1,16,
30.0,53,56,0.5,1,16,
31.75,57,58,1.0,0,16,
31.75,60,60,0.25,0,16,
31.75,65,63,0.25,0,16,b
32.0,41,49,0.5,1,17,
32.0,53,56,0.5,1,17,
32.75,60,60,1.0,0,17,
32.75,65,63,0.25,0,17,
32.75,69,65,0.25,0,17,
32.75,72,67,0.25,0,17,b
33.0,41,49,0.5,1,17,
33.0,53,56,0.5,1,17,
33.75,57,58,0.75,0,17,
33.75,60,60,0.25,0,17,
33.75,65,63,0.25,0,17,b
34.0,41,49,0.5,1,18,
34.0,53,56,0.5,1,18,
35.75,57,58,1.0,0,18,
35.75,60,60,0.25,0,18,
35.75,65,63,0.25,0,18,
35.75,69,65,0.25,0,18,b
36.0,41,49,0.5,1,19,
36.0,53,56,0.5,1,19,
36.75,65,63,1.0,0,19,
36.75,69,65,0.25,0,19,
36.75,74,68,0.25,0,19,
36.75,77,70,0.25,0,19,b
37.0,38,47,0.5,1,19,
