682.0,60.0,60.0,1.0,0.0,81.0
683.0,60.0,60.0,1.0,0.0,81.0
684.0,60.0,60.0,0.5,0.0,82.0
684.5,59.0,59.0,0.25,0.0,82.0
684.75,60.0,60.0,0.25,0.0,82.0
685.0,57.0,58.0,1.0,0.0,82.0
686.0,66.0,63.0,0.5,0.0,82.0
686.5,64.0,62.0,0.25,0.0,82.0
686.75,66.0,63.0,0.25,0.0,82.0
687.0,62.0,61.0,1.0,0.0,82.0
688.0,71.0,66.0,0.5,0.0,83.0
688.5,69.0,65.0,0.25,0.0,83.0
688.75,71.0,66.0,0.25,0.0,83.0
689.0,67.0,64.0,1.0,0.0,83.0
690.0,76.0,69.0,0.5,0.0,83.0
690.5,75.0,68.0,0.25,0.0,83.0
690.75,76.0,69.0,0.25,0.0,83.0
691.0,73.0,67.0,1.0,0.0,83.0
692.0,74.0,68.0,1.0,0.0,84.0
