266.5,63.0,62.0,0.125,0.0,178.0
266.5,63.0,62.0,0.125,0.0,178.0
266.75,63.0,62.0,0.125,0.0,178.0
267.5,68.0,65.0,0.125,0.0,179.0
268.0,68.0,65.0,0.125,0.0,179.0
268.5,68.0,65.0,0.25,0.0,180.0
268.75,67.0,64.0,0.25,0.0,180.0
268.75,67.0,64.0,0.25,0.0,180.0
269.25,65.0,63.0,0.25,0.0,180.0
269.5,67.0,64.0,0.25,0.0,180.0
269.75,63.0,62.0,0.25,0.0,180.0
270.0,68.0,65.0,0.125,0.0,181.0
270.5,68.0,65.0,0.125,0.0,181.0
271.0,70.0,66.0,0.125,0.0,181.0
271.5,68.0,65.0,0.5,0.0,182.0
272.0,67.0,64.0,0.5,0.0,182.0
