310.25,34.0,45.0,0.25,1.0,93.0
310.5,38.0,47.0,0.25,1.0,93.0
310.75,41.0,49.0,0.25,1.0,93.0
311.0,46.0,52.0,0.25,1.0,93.0
311.25,48.0,53.0,0.25,1.0,93.0
311.5,50.0,54.0,0.25,1.0,93.0
311.75,51.0,55.0,0.25,1.0,93.0
312.0,53.0,56.0,0.25,1.0,94.0
312.25,51.0,55.0,0.25,1.0,94.0
312.5,50.0,54.0,0.25,1.0,94.0
312.75,48.0,53.0,0.25,1.0,94.0
313.0,46.0,52.0,0.25,1.0,94.0
313.25,48.0,53.0,0.25,1.0,94.0
313.5,50.0,54.0,0.25,1.0,94.0
313.75,51.0,55.0,0.25,1.0,94.0
314.0,53.0,56.0,0.25,1.0,95.0
