169.16666999999998,74.0,68.0,0.16667,0.0,22.0
169.33333000000002,76.0,69.0,0.16667,0.0,22.0
169.5,78.0,70.0,0.16667,0.0,22.0
169.66666999999998,76.0,69.0,0.16667,0.0,22.0
169.83333000000002,74.0,68.0,0.16667,0.0,22.0
169.83333000000002,74.0,68.0,0.16667,0.0,22.0
170.16666999999998,73.0,67.0,0.16667,0.0,23.0
170.33333000000002,74.0,68.0,0.16667,0.0,23.0
170.5,76.0,69.0,0.16667,0.0,23.0
170.66666999999998,74.0,68.0,0.16667,0.0,23.0
170.83333000000002,73.0,67.0,0.16667,0.0,23.0
170.83333000000002,73.0,67.0,0.16667,0.0,23.0
171.16666999999998,71.0,66.0,0.16667,0.0,23.0
171.33333000000002,73.0,67.0,0.16667,0.0,23.0
171.5,74.0,68.0,0.16667,0.0,23.0
171.66666999999998,73.0,67.0,0.16667,0.0,23.0
171.83333000000002,71.0,66.0,0.16667,0.0,23.0
